system_id,sentence,artDate,artTitle,llm_class,sentimentValue
10,才會支持壟斷台灣車市,2023-01-04,Re:[新聞]和泰汽車連續21年稱霸台灣車市銷售NO.1,投訴方面,0.03830325159757819
10,台灣只能繼續花快兩倍價格買爛車還自以為驕傲,2023-01-04,Re:[新聞]和泰汽車連續21年稱霸台灣車市銷售NO.1,投訴方面,0.0041391289815981835
40,原文內容,2023-01-13,[新聞]開啟FSD的TeslaModelS在快速道路上自,投訴方面,0.25638894091173414
40,示就是值錢和價值的分水嶺，確實，當在正常運作時根本就像未來科技,2023-01-13,[新聞]開啟FSD的TeslaModelS在快速道路上自,投訴方面,0.03269977428836779
40,但凡事總有例外，你的手機或電腦偶爾都會當機，不會,2023-01-13,[新聞]開啟FSD的TeslaModelS在快速道路上自,投訴方面,0.003012479256186862
40,發生在年月的個追撞事故影片被美國媒體挖出來，在舊金山的海灣大橋,2023-01-13,[新聞]開啟FSD的TeslaModelS在快速道路上自,投訴方面,0.28771927167285927
40,下層有輛當時正開啟模式行駛，但是在打了左轉燈後竟然靠,2023-01-13,[新聞]開啟FSD的TeslaModelS在快速道路上自,投訴方面,0.019158194034110343
40,事實上，直存在著鬼煞車的問題，也就是在某些行車,2023-01-13,[新聞]開啟FSD的TeslaModelS在快速道路上自,投訴方面,0.10840844746991796
40,環境下會讓攝影機誤判而降低車速或是停車，明明前方沒東西就像看到鬼樣,2023-01-13,[新聞]開啟FSD的TeslaModelS在快速道路上自,投訴方面,0.0030738900362990984
40,心得說明字以上,2023-01-13,[新聞]開啟FSD的TeslaModelS在快速道路上自,投訴方面,0.18279813961255864
40,不管電腦硬體或軟體都可能會當機或產生莫名的,2023-01-13,[新聞]開啟FSD的TeslaModelS在快速道路上自,投訴方面,0.00010641827331581144
40,對於自動駕駛這塊個人還是保留態度,2023-01-13,[新聞]開啟FSD的TeslaModelS在快速道路上自,投訴方面,0.14851522528891692
40,不管特斯拉還是哪個廠牌,2023-01-13,[新聞]開啟FSD的TeslaModelS在快速道路上自,投訴方面,0.20779496238090622
40,自動駕駛都不是個可完全信賴的產物,2023-01-13,[新聞]開啟FSD的TeslaModelS在快速道路上自,投訴方面,0.1687383223096054
40,今天又不是開飛機或開船使用自動駕駛,2023-01-13,[新聞]開啟FSD的TeslaModelS在快速道路上自,投訴方面,0.1002913137372261
40,即使是飛機或船開啟自動駕駛,2023-01-13,[新聞]開啟FSD的TeslaModelS在快速道路上自,投訴方面,0.2756090641679103
40,堆三寶還以為買了特斯拉開自動駕駛就代表可以放手睡覺,2023-01-13,[新聞]開啟FSD的TeslaModelS在快速道路上自,投訴方面,0.021855429452701358
40,心得或意見字不含標點符號,2023-01-13,[新聞]開啟FSD的TeslaModelS在快速道路上自,投訴方面,0.1421413874303683
54,小錘二手車市場門口豎立不收特斯拉大幅標語，引發輿論關注,2023-01-17,[新聞]收一輛特斯拉虧18萬二手車商掛海報拒收,投訴方面,0.016212117981093566
54,廣州二手車商溫先生,2023-01-17,[新聞]收一輛特斯拉虧18萬二手車商掛海報拒收,投訴方面,0.1976670668595728
54,稱，特斯拉性價比並不足以支撐它的價格，基本上收輛車平均要虧萬人民幣，下,2023-01-17,[新聞]收一輛特斯拉虧18萬二手車商掛海報拒收,投訴方面,0.017046121212433096
54,顯示，和保值率年車齡，下同分別為，分列第和,2023-01-17,[新聞]收一輛特斯拉虧18萬二手車商掛海報拒收,投訴方面,0.12702733943513622
54,名，而在年上半年，還以以的成績，各自在中型,2023-01-17,[新聞]收一輛特斯拉虧18萬二手車商掛海報拒收,投訴方面,0.24258038419407613
54,對於如今特斯拉二手車的行情，溫先生坦言如果有特斯拉的用戶找我收，我依然是拒,2023-01-17,[新聞]收一輛特斯拉虧18萬二手車商掛海報拒收,投訴方面,0.07089091437614092
54,絕的，包括收二手特斯拉車的同行，基本上台車要虧萬到萬,2023-01-17,[新聞]收一輛特斯拉虧18萬二手車商掛海報拒收,投訴方面,0.02589143995104759
54,手車交易城裡，家比較大的主做特斯拉的二手車商，已經做不下去了，不少做特斯拉的,2023-01-17,[新聞]收一輛特斯拉虧18萬二手車商掛海報拒收,投訴方面,0.03702556369269916
54,溫先生強調，二手車跟別的商品不樣，它屬於流通性強的低毛利低風險商品,2023-01-17,[新聞]收一輛特斯拉虧18萬二手車商掛海報拒收,投訴方面,0.004706012179507613
54,廣州二手車市場，收輛特斯拉平均虧萬到萬,2023-01-17,[新聞]收一輛特斯拉虧18萬二手車商掛海報拒收,投訴方面,0.004408867739745248
54,為台二手車的毛利般在萬塊錢左右，如果台二手車虧萬到萬，是其他車的兩,2023-01-17,[新聞]收一輛特斯拉虧18萬二手車商掛海報拒收,投訴方面,0.012443375902999487
54,以特斯拉頂配為例，重慶南岸區從事二手車銷售的萬經理表示不好做不好做,2023-01-17,[新聞]收一輛特斯拉虧18萬二手車商掛海報拒收,投訴方面,0.007487562183622676
54,收車時，特斯拉頂配新車價還在萬，二手車年多車齡，能掛到萬左右,2023-01-17,[新聞]收一輛特斯拉虧18萬二手車商掛海報拒收,投訴方面,0.013568871436071439
54,去年月底官宣降價至萬，二手車價也只能在萬到萬左右,2023-01-17,[新聞]收一輛特斯拉虧18萬二手車商掛海報拒收,投訴方面,0.11189546650816351
54,車價又跌到萬，其二手價格只能掛到到萬左右,2023-01-17,[新聞]收一輛特斯拉虧18萬二手車商掛海報拒收,投訴方面,0.010279695486285045
54,萬經理還說，像這種中型頂配版，流轉速度本來就慢，加上不斷地價格波動，潛在二,2023-01-17,[新聞]收一輛特斯拉虧18萬二手車商掛海報拒收,投訴方面,0.00026693523400911356
54,手車消費者都不敢買了，這台頂配車收來三個多月，擺在這裡停起，硬虧萬了,2023-01-17,[新聞]收一輛特斯拉虧18萬二手車商掛海報拒收,投訴方面,0.003119901770349376
54,歐美和台灣二手車商會跟進嗎,2023-01-17,[新聞]收一輛特斯拉虧18萬二手車商掛海報拒收,投訴方面,0.012694386650538347
76,經濟日報編譯季晶晶綜合外電,2023-01-20,[新聞]ToyotabZ4X出師不利　豐田想提高電動車,投訴方面,0.0026086177940432
76,已經訂得很低的目標,2023-01-20,[新聞]ToyotabZ4X出師不利　豐田想提高電動車,投訴方面,0.003540700164482935
76,豐田第輛大規模生產的純電動車前景黯淡，這款車月推出才幾周就被召回,2023-01-20,[新聞]ToyotabZ4X出師不利　豐田想提高電動車,投訴方面,0.1684802019141124
76,知情,2023-01-20,[新聞]ToyotabZ4X出師不利　豐田想提高電動車,投訴方面,0.27272727272727293
76,不像競爭對手只仰賴電動車，豐田的成長策略是推動油電混合動力車，因為它認為，基於,2023-01-20,[新聞]ToyotabZ4X出師不利　豐田想提高電動車,投訴方面,0.005404199152013955
76,電力限制和可負擔性的問題，並非每個國家都能推廣電動車,2023-01-20,[新聞]ToyotabZ4X出師不利　豐田想提高電動車,投訴方面,0.001726021362447372
76,輪胎脫落的螺栓問題,2023-01-20,[新聞]ToyotabZ4X出師不利　豐田想提高電動車,投訴方面,0.2722088052424576
76,後，該公司在月恢復生產,2023-01-20,[新聞]ToyotabZ4X出師不利　豐田想提高電動車,投訴方面,0.20517909297350612
76,受訪時說，豐田的處境前所未見的困難，召回使得上市偏離軌,2023-01-20,[新聞]ToyotabZ4X出師不利　豐田想提高電動車,投訴方面,0.011960279699745335
76,"他表示，無法在第年或次年達成豐田的年度銷售目標，要在國內市場賣出,",2023-01-20,[新聞]ToyotabZ4X出師不利　豐田想提高電動車,投訴方面,0.0012605085151311535
76,豐田有可能不知道如何降低電動車的,2023-01-20,[新聞]ToyotabZ4X出師不利　豐田想提高電動車,投訴方面,0.2634881091703789
76,心得說明字以上,2023-01-20,[新聞]ToyotabZ4X出師不利　豐田想提高電動車,投訴方面,0.18279813961255864
76,當初吹牛吹很大，說什麼特斯拉殺手,2023-01-20,[新聞]ToyotabZ4X出師不利　豐田想提高電動車,投訴方面,0.26935947075145916
76,首批台完售，半天訂單就破張,2023-01-20,[新聞]ToyotabZ4X出師不利　豐田想提高電動車,投訴方面,0.2525275473362607
76,排名品牌總計輛電動車總市場,2023-01-20,[新聞]ToyotabZ4X出師不利　豐田想提高電動車,投訴方面,0.013442346375754699
76,"總市場,",2023-01-20,[新聞]ToyotabZ4X出師不利　豐田想提高電動車,投訴方面,0.1301610271736181
82,全世界都降了，沒道理台灣不降,2023-01-23,Re:[討論]特斯拉全球大降價，只有台灣等三國沒降,投訴方面,0.03595443778482488
82,我猜應該是台灣稅金複雜，加上適逢農曆春節,2023-01-23,Re:[討論]特斯拉全球大降價，只有台灣等三國沒降,投訴方面,0.2776959755010202
82,坐等降價來打臉這些見獵心喜的特黑們,2023-01-23,Re:[討論]特斯拉全球大降價，只有台灣等三國沒降,投訴方面,0.20969313145959156
87,原文內容,2023-01-29,[新聞]特斯拉男路中倒車機車男飆國罵春節街頭,投訴方面,0.25638894091173414
87,車，遭後方李姓機車騎士按喇叭開罵三字經，黃男追趕攔下不滿李罵人侮辱，兩人,2023-01-29,[新聞]特斯拉男路中倒車機車男飆國罵春節街頭,投訴方面,7.386138745291149e-05
87,爆發激烈口角,2023-01-29,[新聞]特斯拉男路中倒車機車男飆國罵春節街頭,投訴方面,0.17389413821404476
87,中壢區弘揚路，趁過年期間欲尋找店家買東西，卻未注意後方李姓機車騎士歲行車,2023-01-29,[新聞]特斯拉男路中倒車機車男飆國罵春節街頭,投訴方面,0.0451405641420235
87,，黃突然路中停車並倒車，李男不滿開罵三字經幹譙後離開,2023-01-29,[新聞]特斯拉男路中倒車機車男飆國罵春節街頭,投訴方面,0.0009149521374954839
87,不料李黃男開斯特拉轎車從後追趕切入車道攔下李男機車，黃男說，他未注意後方機車,2023-01-29,[新聞]特斯拉男路中倒車機車男飆國罵春節街頭,投訴方面,0.13125861984438314
87,，他可以道歉，對方難道可以侮辱罵人嗎,2023-01-29,[新聞]特斯拉男路中倒車機車男飆國罵春節街頭,投訴方面,0.027624377213501083
87,李機車騎士回嗆，你違規知道嗎,2023-01-29,[新聞]特斯拉男路中倒車機車男飆國罵春節街頭,投訴方面,0.057127539716040565
87,難道,2023-01-29,[新聞]特斯拉男路中倒車機車男飆國罵春節街頭,投訴方面,0.19999999999999996
87,道歉有用嗎,2023-01-29,[新聞]特斯拉男路中倒車機車男飆國罵春節街頭,投訴方面,0.08087581018993739
87,雙方在路中言不合爆激烈口角，黃男女友下車,2023-01-29,[新聞]特斯拉男路中倒車機車男飆國罵春節街頭,投訴方面,0.04687952056486555
87,警方表示，黃姓李姓駕駛雙方爆發激烈口角，警方到場後化解雙方爭執，兩人見警察頓,2023-01-29,[新聞]特斯拉男路中倒車機車男飆國罵春節街頭,投訴方面,0.0002689952443963861
87,時語氣放軟各自說明，警方調解新春期間駕駛人應遵守交通規則，最後黃李兩人表示不,2023-01-29,[新聞]特斯拉男路中倒車機車男飆國罵春節街頭,投訴方面,0.00026728245169249654
87,願追究互相致歉後離去，化解行車糾紛,2023-01-29,[新聞]特斯拉男路中倒車機車男飆國罵春節街頭,投訴方面,0.2780196336803339
87,心得說明,2023-01-29,[新聞]特斯拉男路中倒車機車男飆國罵春節街頭,投訴方面,0.2176953887551023
87,機車騎士的嘴砲戰力,2023-01-29,[新聞]特斯拉男路中倒車機車男飆國罵春節街頭,投訴方面,0.27909561702815266
87,火氣別那麼大阿,2023-01-29,[新聞]特斯拉男路中倒車機車男飆國罵春節街頭,投訴方面,0.10287480440616548
93,原文內容,2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.25638894091173414
93,美國宣佈，對應合作供應鏈供貨調整，將於年提升旗下純電跨界跑旅,2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.24612895901975618
93,的產量，緩解旗下電動車電池與原料短缺訂單延遲的情形，同時，對,2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.00040088032258411843
93,消費者最有感的售價部分，調降年式全車系售價，降幅最高達,2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.1932396608339405
93,",美元約合新臺幣萬，更新後車系的建議售價自,美元起約臺幣",2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.24971942212521248
93,●降幅最高逾新臺幣萬容量電池選配同步降價,2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.01416589354068698
93,與共計款，再細分為與車型，不同等級的降價,2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.0004931144556756806
93,"幅度自美元至,美元之間，美國表示等待交車的車主將適用調整後的價",2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.2724596964536484
93,格，而年月日後已交車的車主，將由當地與車主聯繫協調補償,2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.005401232898381569
93,除車型建議售價調降之外，在車輛選配部分也進行調整，攸關電動車續航里程的電池容量,2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.22907175546466074
93,"，原先選配容量電池的價格為,美元，此次更新調降後",2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.015726705218727544
93,套件都維持原先選配價，並無調整,2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.0021657438112608896
93,於年月重新展開年式接單的同時，也針對配備,2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.12771591575427188
93,池容量為，至於選配容量電池後的可用容量則達到，不同車型等,2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.04215640757792816
93,小鵬汽車，也陸續調整其電動車產品售價，與電動車售價直接關聯的電池車用原料與晶,2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.0002649797176403901
93,將於下半年導入國內市場的，傳出在經銷端通路已展開非正式接,2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.0011864008134845339
93,單，而導入國內的車輛規格，有望採用規格作為直流快充，至於確切引進時程,2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.07459458123982765
93,與規配，將待福特六和正式公佈為主,2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.1712129400992799
93,心得說明字以上,2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.18279813961255864
93,但是進到台灣後價格跟台特樣世界前幾名,2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.04610772698622134
93,心得或意見字不含標點符號,2023-02-01,"[新聞][U-EV]降幅最高5,900美元，美國Ford調整2",投訴方面,0.1421413874303683
132,原文內容,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.25638894091173414
132,銷售表現,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.20760922901950962
132,近日市場調查機構公布歐洲市場的新車銷售排行榜，其中,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.0005418782793570331
132,"最暢銷的新車是車系，總計銷量達到,輛，與年相比整體銷量成長",2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.003948161495019975
132,▲市場調查機構公布歐洲市場的新車銷售排行榜，以,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.0007343563514394802
132,",輛的銷售佳績奪下最暢銷車款",2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.02728525147564531
132,廣告請繼續往下閱讀↓↓↓,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.08103152296784388
132,車系，而這次的變化亦可證明在歐洲市場的銷量持續下降，主要原因大致上可,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.2742134995694343
132,歸納為車輛軟體問題以及集團內部的競爭加劇等因素，而車系在年的銷售排,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.0002685282738035255
132,至於車系也從年的第九名上升至第四名，則從第六名攀升至第三名，,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.01908861802994788
132,拉下成為歐洲最暢銷的,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.17563846276080952
132,過去幾年來直是前十暢銷的則意外跌出十名外，整體銷量下降，但,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.024398323972088964
132,仍然是第二暢銷的車款，也是最受歡迎的車款之,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.0861705260458816
132,及取代，同時車系銷量以的跌幅最高，排名也從第,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.23856695467882993
132,，成為歐洲最暢銷的電動車，不過的銷量總數仍未超過在年,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.0057887123668651785
132,廣告請繼續往下閱讀↓↓↓,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.08103152296784388
132,"值得提的是，以,輛成為歐洲第大暢銷品牌，領先於",2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.10432086786779249
132,心得說明字以上,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.18279813961255864
132,排第六,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.24248539552062776
132,排第二,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.23956476442557462
132,誰說在歐洲賣很差的,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.10221682538214294
132,年來只有次沒奪冠,2023-02-10,[新聞]誰說TOYOTA在歐洲賣不好的？,投訴方面,0.20656158102834032
149,原文內容,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.25638894091173414
149,歲女怒怎不是賓士,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.24844299430695926
149,美國名母親在影音平台上貼出段影片，內容為她為了幫歲的女兒慶生，準備,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.1549089442123156
149,隨後，母親又走進屋內將蒙上雙眼的女兒帶出來，讓她親手收,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.011138666251526264
149,女兒在看到自己的禮物後，竟露出相當氣憤且不屑的表情,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.0839178851925676
149,歲女怒怎不是賓士女兒在看到自己,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.03464145011519215
149,的禮物後，竟露出相當氣憤且不屑的表情,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.18128224559603956
149,調自己,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.27272727272727293
149,，而是希望獲得輛粉紅色的賓士,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.2062660675772916
149,，她的預算沒辦法購買賓士，但她仍準備了美元的現金，無奈女兒依然不領情，甚至,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.06429087965271796
149,怒批這是史上最糟的生日,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.08999397384445995
149,紅色賓士，痛批這是最糟的生日,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.20465690382884183
149,該名母親再看見女兒的反應後相當氣憤，於是便把這段影片上傳到網路上，希望網友們能,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.15824915618976776
149,對此，就有不少人認為，我會要求她調整自己的態度，不然就把所有禮物收,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.0014904215583581015
149,回，讓她什麼也得不到我定把車開回去，然後送她玩具車我想這定是惡,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.09202904591690075
149,作劇，不然太扯了,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.15674701719709228
149,心得說明,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.2176953887551023
149,大家般會比較喜歡賓士汽車,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.018707972449878874
149,而且很多人覺得電動車像玩具樣,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.14348300299587824
149,安全性及性能都還比不上傳統汽車,2023-02-13,[新聞]媽送「特斯拉＋4.8萬現金」慶生！16歲女,投訴方面,0.07475644805270176
167,稍微研究了下，結論這是有討厭該社團的人在故意反串,2023-02-15,Re:[討論]特斯拉車主充電討論,投訴方面,0.06419554126283789
167,然後跳針重申反串的關鍵事項,2023-02-15,Re:[討論]特斯拉車主充電討論,投訴方面,0.2301085193907586
167,懶得看可以不用點，事後不相信的再去查證不過經驗上台灣鄉民都不喜歡查證,2023-02-15,Re:[討論]特斯拉車主充電討論,投訴方面,9.877706048988522e-06
167,人人群組免費，他車進入重罰,2023-02-15,Re:[討論]特斯拉車主充電討論,投訴方面,0.031787028176214815
167,這重罰要怎麼罰也很莫名其妙，根本不符邏輯,2023-02-15,Re:[討論]特斯拉車主充電討論,投訴方面,0.02248890004466897
167,上面的資訊也是任何人都可以去改，寫那樣擺明反串的內容還真有人信,2023-02-15,Re:[討論]特斯拉車主充電討論,投訴方面,0.00043479235589571896
167,群組內的回應強調如果亂拔別人的槍，踢出群組,2023-02-15,Re:[討論]特斯拉車主充電討論,投訴方面,0.08675072303478681
167,亂拔別人充電槍，我不會給任何機會，直接封鎖,2023-02-15,Re:[討論]特斯拉車主充電討論,投訴方面,0.001299853032006748
167,綜合來看，不管是群組內的規則或是群組內的宣導回應,2023-02-15,Re:[討論]特斯拉車主充電討論,投訴方面,0.08159809189790668
167,先到先用，不能亂拔別人的槍,2023-02-15,Re:[討論]特斯拉車主充電討論,投訴方面,0.28474739423619355
167,他們的排隊規則跟預計結束充電時間分享也只適用於他們自己群內的人,2023-02-15,Re:[討論]特斯拉車主充電討論,投訴方面,0.0035438811464147957
167,然而會發現幾個持續帶風向的人都繼續堅持用不進群組不能充電會被拔槍來抨擊,2023-02-15,Re:[討論]特斯拉車主充電討論,投訴方面,0.036375792259309536
167,是不是故意惡搞還看不出來,2023-02-15,Re:[討論]特斯拉車主充電討論,投訴方面,0.07177098172817808
167,當他們直帶反串風向說不加群就不能充，會被拔槍,2023-02-15,Re:[討論]特斯拉車主充電討論,投訴方面,0.02774129722992502
