system_id,sentence
10,宋新能源比亞迪
10,哈弗長城汽車
10,長安長安汽車
10,本田東風本田
10,元比亞迪
10,瑞虎奇瑞汽車
10,繽越吉利汽車
10,榮放汽豐田
10,瑞虎奇瑞汽車
10,昂科威上汽通用別克
10,途觀上汽大眾
10,奔馳北京奔馳
10,長安長安汽車
10,逍客東風日產
10,威蘭達廣汽豐田
10,唐新能源比亞迪
10,星越吉利汽車
10,紅旗汽紅旗
10,皓影廣汽本田
10,捷途奇瑞汽車
10,名爵上汽名爵
10,奧迪汽大眾奧迪
10,博越吉利汽車
10,途岳上汽大眾
10,寶馬華晨寶馬
10,廣汽埃安
10,瑞虎奇瑞汽車
10,繽智廣汽本田
10,哪吒合眾汽車
10,坦克長城汽車
10,本田東風本田
10,哈弗大狗長城汽車
10,長安歐尚長安汽車
10,鋒蘭達廣汽豐田
10,探岳汽大眾
10,傳祺廣汽乘用車
10,卡羅拉銳放汽豐田
10,理想理想
10,探歌汽大眾
10,榮威上汽集團
10,寶馬華晨寶馬
10,五菱星辰上汽通用五菱
10,漢蘭達廣汽豐田
10,東風新能源東風汽車
10,哈弗長城汽車
10,北京現代北京現代
10,長安長安汽車
10,捷達汽大眾捷達
10,瑞虎奇瑞汽車
10,在大陸市占的豐田來到台灣變市佔
10,會反對開放中國進口車的應該和粉居多
10,才會支持壟斷台灣車市
10,台灣只能繼續花快兩倍價格買爛車還自以為驕傲
40,原文連結
40,///
40,原文內容
40,開啟的在快速道路上自動靠邊停車，跟在後方的輛車全中招
40,"年月日/馬路戰場,國際新聞,汽車科技,電動車,/特斯拉/"
40,老編/
40,完全自動駕駛功能是最引以為傲的功能，也表
40,示就是值錢和價值的分水嶺，確實，當在正常運作時根本就像未來科技
40,，其它車廠怎麼都追不上
40,但凡事總有例外，你的手機或電腦偶爾都會當機，不會
40,嗎
40,///
40,發生在年月的個追撞事故影片被美國媒體挖出來，在舊金山的海灣大橋
40,下層有輛當時正開啟模式行駛，但是在打了左轉燈後竟然靠
40,邊停車了，下場已經在上方影片呈現，共有輛車追撞，人因此受傷，塞車長達個多小
40,時
40,事實上，直存在著鬼煞車的問題，也就是在某些行車
40,環境下會讓攝影機誤判而降低車速或是停車，明明前方沒東西就像看到鬼樣
40,而據美國國家公路交通安全管理局統計從/月/月，美國共有起因為
40,開啟導致的車禍，
40,///
40,雖然確實是好東西也是未來趨勢，但是太過依賴或是完全放手，是對自己和尤其他人的
40,生命最不負責任的表現
40,心得/說明字以上
40,不管電腦硬體或軟體都可能會當機或產生莫名的
40,對於自動駕駛這塊個人還是保留態度
40,不管特斯拉還是哪個廠牌
40,自動駕駛都不是個可完全信賴的產物
40,今天又不是開飛機或開船使用自動駕駛
40,就算發生錯誤駕駛者還有時間去調整修正
40,即使是飛機或船開啟自動駕駛
40,也需要有清醒的人員在值守
40,堆三寶還以為買了特斯拉開自動駕駛就代表可以放手睡覺
40,早晚都會初四
40,原文及網址連結
40,心得或意見字不含標點符號
54,收輛特斯拉虧萬二手車商掛海報拒收
54,原文連結
54,//////
54,原文內容世界日報中國新聞組北京日電
54,特斯拉近日跳水式降價導致中國多地車主維權，被波及的還有二手車商
54,近日，廣州
54,小錘二手車市場門口豎立不收特斯拉大幅標語，引發輿論關注
54,廣州二手車商溫先生
54,稱，特斯拉性價比並不足以支撐它的價格，基本上收輛車平均要虧萬人民幣，下
54,同到萬約萬台幣，其貶值速度之快市場波動之大，成為二手車商眼中的
54,燙手山芋，只有掛海報拒收
54,上游新聞報導，中國汽車流通協會近日發布年月中國汽車保值率研究報告數據
54,顯示，和保值率年車齡，下同分別為，分列第和
54,名，而在年上半年，還以以的成績，各自在中型
54,和中型車中排列第
54,對於如今特斯拉二手車的行情，溫先生坦言如果有特斯拉的用戶找我收，我依然是拒
54,絕的，包括收二手特斯拉車的同行，基本上台車要虧萬到萬
54,在廣州最大的寶利捷二
54,手車交易城裡，家比較大的主做特斯拉的二手車商，已經做不下去了，不少做特斯拉的
54,車商都虧得比較多
54,溫先生強調，二手車跟別的商品不樣，它屬於流通性強的低毛利低風險商品
54,現在的
54,廣州二手車市場，收輛特斯拉平均虧萬到萬
54,對於車商來說虧萬是很誇張的，因
54,為台二手車的毛利般在萬塊錢左右，如果台二手車虧萬到萬，是其他車的兩
54,三倍了
54,以特斯拉頂配為例，重慶南岸區從事二手車銷售的萬經理表示不好做不好做
54,收車時，特斯拉頂配新車價還在萬，二手車年多車齡，能掛到萬左右
54,去年月底官宣降價至萬，二手車價也只能在萬到萬左右
54,三個月不到，新
54,車價又跌到萬，其二手價格只能掛到到萬左右
54,萬經理還說，像這種中型頂配版，流轉速度本來就慢，加上不斷地價格波動，潛在二
54,手車消費者都不敢買了，這台頂配車收來三個多月，擺在這裡停起，硬虧萬了
54,心得/說明特斯拉美國市場出現新車比二手車便宜的現象，中國也出現車商拒收，
54,歐美和台灣二手車商會跟進嗎
76,出師不利豐田想提高電動車銷量遇上前所未見的挑戰
76,經濟日報編譯季晶晶綜合外電
76,金融時報報導，豐田汽車租賃業務服務部門的總裁警告，全球最大車
76,廠提升電動車銷售的努力正面臨前所未見的挑戰，該公司很可能
76,連續第二年未能達成
76,已經訂得很低的目標
76,豐田第輛大規模生產的純電動車前景黯淡，這款車月推出才幾周就被召回
76,知情
76,人士表示，豐田將改革其電動車計畫
76,不像競爭對手只仰賴電動車，豐田的成長策略是推動油電混合動力車，因為它認為，基於
76,電力限制和可負擔性的問題，並非每個國家都能推廣電動車
76,投資人向豐田施壓要求修正戰略，出師不利加劇外界對
76,在
76,解決可能導致
76,輪胎脫落的螺栓問題
76,後，該公司在月恢復生產
76,受訪時說，豐田的處境前所未見的困難，召回使得上市偏離軌
76,道
76,"他表示，無法在第年或次年達成豐田的年度銷售目標，要在國內市場賣出,"
76,輛
76,日本之
76,外，這款電動車在美國歐洲和中國大陸也有售
76,豐田也將重新檢視電動車製造流程，使其更具成本效益
76,雖然降低成本直是豐田的強項
76,，但是東海東京證券資深分析師說，
76,豐田有可能不知道如何降低電動車的
76,成本
76,//////
76,心得/說明字以上
76,///
76,當初吹牛吹很大，說什麼特斯拉殺手
76,首批台完售，半天訂單就破張
76,買高麗菜的概念，出手，都給你賣就好了
76,年電動車品牌銷售
76,排名品牌總計輛電動車總市場
76,品牌年度佔比
76,","
76,"總市場,"
82,全世界都降了，沒道理台灣不降
82,我猜應該是台灣稅金複雜，加上適逢農曆春節
82,作業流程比較慢，很快就會跟上了
82,坐等降價來打臉這些見獵心喜的特黑們
87,原文連結
87,//////
87,原文內容
87,影特斯拉男路中倒車機車男飆國罵春節街頭爆行車糾紛
87,聯合新聞網
87,桃園市黃姓男子昨天開特斯拉轎車行經中壢區弘揚路，未注意後方行車，在路中停車且倒
87,車，遭後方李姓機車騎士按喇叭開罵三字經，黃男追趕攔下不滿李罵人侮辱，兩人
87,爆發激烈口角
87,，網友文引發熱議，警方到場勸解，雙方相互道歉，結束新春街頭行車糾
87,紛
87,警方今天上午表示，黃姓男子歲昨天下午駕駛特斯拉轎車，他搭載女友出遊，行經
87,中壢區弘揚路，趁過年期間欲尋找店家買東西，卻未注意後方李姓機車騎士歲行車
87,，黃突然路中停車並倒車，李男不滿開罵三字經幹譙後離開
87,不料李黃男開斯特拉轎車從後追趕切入車道攔下李男機車，黃男說，他未注意後方機車
87,，他可以道歉，對方難道可以侮辱罵人嗎
87,李機車騎士回嗆，你違規知道嗎
87,難道
87,可以在路上倒車嗎
87,道歉有用嗎
87,雙方在路中言不合爆激烈口角，黃男女友下車
87,勸解，兩人仍你言我語嗆聲叫罵分鐘
87,警方表示，黃姓李姓駕駛雙方爆發激烈口角，警方到場後化解雙方爭執，兩人見警察頓
87,時語氣放軟各自說明，警方調解新春期間駕駛人應遵守交通規則，最後黃李兩人表示不
87,願追究互相致歉後離去，化解行車糾紛
87,///
87,///
87,///
87,心得/說明
87,影片
87,///
87,看了影片
87,雙方都沒有拿武器
87,最大的武器就是嘴砲
87,機車騎士的嘴砲戰力
87,似乎勝過特斯拉駕駛
87,行駛路上
87,火氣別那麼大阿
93,原文連結
93,///
93,原文內容
93,張宸毓/撰文/攝影
93,美國宣佈，對應合作供應鏈供貨調整，將於年提升旗下純電跨界跑旅
93,的產量，緩解旗下電動車電池與原料短缺訂單延遲的情形，同時，對
93,消費者最有感的售價部分，調降年式全車系售價，降幅最高達
93,",美元約合新臺幣萬，更新後車系的建議售價自,美元起約臺幣"
93,萬
93,●降幅最高逾新臺幣萬容量電池選配同步降價
93,現行美規年式車系編成劃分為
93,與共計款，再細分為與車型，不同等級的降價
93,"幅度自美元至,美元之間，美國表示等待交車的車主將適用調整後的價"
93,格，而年月日後已交車的車主，將由當地與車主聯繫協調補償
93,除車型建議售價調降之外，在車輛選配部分也進行調整，攸關電動車續航里程的電池容量
93,"，原先選配容量電池的價格為,美元，此次更新調降後"
93,"則為,美元，至於野馬車系經典的外觀選配套件，以及"
93,套件都維持原先選配價，並無調整
93,●缺料後重啟接單，純電野馬車系最高續航約公里
93,於年月重新展開年式接單的同時，也針對配備
93,輔助駕駛等進行升級，官方數據指出，車型的可用電
93,池容量為，至於選配容量電池後的可用容量則達到，不同車型等
93,級可行駛里程約自公里至公里英里至英里
93,●純電野馬下半年導入國內，零件短缺能否迎來曙光待觀察
93,繼先前率先在全球市場，包含美國歐洲等地調降車型建議售價後，包含
93,小鵬汽車，也陸續調整其電動車產品售價，與電動車售價直接關聯的電池車用原料與晶
93,片等，短缺能否在年迎來後疫情時代的緩解，有待市場觀察
93,將於下半年導入國內市場的，傳出在經銷端通路已展開非正式接
93,單，而導入國內的車輛規格，有望採用規格作為直流快充，至於確切引進時程
93,與規配，將待福特六和正式公佈為主
93,心得/說明字以上
93,福特電車也跟上降價了
93,但是進到台灣後價格跟台特樣世界前幾名
93,不過還是期待越來越多電動車導入台灣
93,原文及網址連結
93,心得或意見字不含標點符號
132,原文連結
132,////
132,原文內容
132,掀背小車奪歐洲最熱賣車款
132,痛失次連霸大位
132,圖文小七車觀點
132,年全球車廠都面臨疫情及零件短缺的影響，不過多數車廠仍堅挺撐過並且創下不俗的
132,銷售表現
132,近日市場調查機構公布歐洲市場的新車銷售排行榜，其中
132,"最暢銷的新車是車系，總計銷量達到,輛，與年相比整體銷量成長"
132,，亦使得自年以來首次獲得第名的頭銜，而上次獲得此殊榮的車款則
132,是車系
132,/////
132,▲市場調查機構公布歐洲市場的新車銷售排行榜，以
132,",輛的銷售佳績奪下最暢銷車款"
132,廣告請繼續往下閱讀↓↓↓
132,這次成功拉下自年以來直在歐洲汽車市場獨領風騷的
132,車系，而這次的變化亦可證明在歐洲市場的銷量持續下降，主要原因大致上可
132,歸納為車輛軟體問題以及集團內部的競爭加劇等因素，而車系在年的銷售排
132,行榜當中從龍頭位置下滑至第五名，落後於和
132,至於車系也從年的第九名上升至第四名，則從第六名攀升至第三名，
132,拉下成為歐洲最暢銷的
132,/////
132,過去幾年來直是前十暢銷的則意外跌出十名外，整體銷量下降，但
132,仍然是第二暢銷的車款，也是最受歡迎的車款之
132,另外同集團的
132,亦從年的第十名跌至第十名，而上述兩款原先的地位則分別被
132,及取代，同時車系銷量以的跌幅最高，排名也從第
132,四名跌落至第十名
132,/////
132,"在電動車方面，的銷量為,輛，表現非常出色，成功超越同門的"
132,，成為歐洲最暢銷的電動車，不過的銷量總數仍未超過在年
132,"登記的台數,輛"
132,廣告請繼續往下閱讀↓↓↓
132,"值得提的是，以,輛成為歐洲第大暢銷品牌，領先於"
132,或等其他傳統汽車製造商
132,/////
132,原文網址掀背小車奪歐洲最熱賣車款
132,痛失次連霸大位|
132,車雲|新聞雲
132,////
132,|
132,心得/說明字以上
132,以車種來看
132,排第六
132,在後面
132,好像有點弱
132,但是車海戰術嘛
132,以品牌來看
132,排第二
132,在後面
132,然後雙分別排三四名
132,誰說在歐洲賣很差的
132,不過歐洲人真的很愛
132,從就幾乎連霸到現在
132,年來只有次沒奪冠
149,原文連結
149,////
149,原文內容
149,媽送特斯拉萬現金慶生
149,歲女怒怎不是賓士
149,///
149,美國名母親為了幫女兒慶生，竟準備輛特斯拉與萬元現金
149,圖翻攝自
149,美國有名母親日前為了幫歲的女兒慶生，竟準備了輛全新的特斯拉，以及美元
149,約為萬元新台幣的現金當成禮物
149,然而，令人意想不到的是，女兒看見這份大禮後
149,，除了不領情地抱怨這筆現金只是小錢外，甚至還不滿母親沒送賓士，引發網友熱議
149,美國名母親在影音平台上貼出段影片，內容為她為了幫歲的女兒慶生，準備
149,了相當豪華的大禮
149,從影片中可以發現，這名母親準備了輛全新的黑色特斯拉，並在上
149,面綁了氣球彩花等飾品
149,隨後，母親又走進屋內將蒙上雙眼的女兒帶出來，讓她親手收
149,下這份驚喜
149,///
149,女兒在看到自己的禮物後，竟露出相當氣憤且不屑的表情
149,圖翻攝自
149,媽送特斯拉萬現金慶生
149,歲女怒怎不是賓士女兒在看到自己
149,的禮物後，竟露出相當氣憤且不屑的表情
149,圖翻攝自
149,不過，正當女兒把眼罩取下來時，卻瞬間露出相當不屑的表情，並不斷地向母親抱怨，強
149,調自己
149,不喜歡電動車
149,，而是希望獲得輛粉紅色的賓士
149,對此，母親雖然向女兒解釋
149,，她的預算沒辦法購買賓士，但她仍準備了美元的現金，無奈女兒依然不領情，甚至
149,怒批這是史上最糟的生日
149,///
149,女兒因母親沒送粉紅色賓士，痛批這是最糟的生日
149,圖翻攝自
149,媽送特斯拉萬現金慶生
149,歲女怒怎不是賓士女兒因母親沒送粉
149,紅色賓士，痛批這是最糟的生日
149,圖翻攝自
149,該名母親再看見女兒的反應後相當氣憤，於是便把這段影片上傳到網路上，希望網友們能
149,夠評評理
149,對此，就有不少人認為，我會要求她調整自己的態度，不然就把所有禮物收
149,回，讓她什麼也得不到我定把車開回去，然後送她玩具車我想這定是惡
149,作劇，不然太扯了
149,心得/說明
149,大家般會比較喜歡賓士汽車
149,畢竟電動車充電很不方便
149,而且很多人覺得電動車像玩具樣
149,安全性及性能都還比不上傳統汽車
167,稍微研究了下，結論這是有討厭該社團的人在故意反串
167,貼這篇文的人就九成像，因為直故意忽略澄清的部分
167,然後跳針重申反串的關鍵事項
167,反串在哪
167,這邊可以查到群組的規則
167,///
167,懶得看可以不用點，事後不相信的再去查證不過經驗上台灣鄉民都不喜歡查證
167,人人群組免費，他車進入重罰
167,不管是寫出來的規則或是群組宣導都沒提到這件事，反而強調現場先到為主
167,這重罰要怎麼罰也很莫名其妙，根本不符邏輯
167,上面的資訊也是任何人都可以去改，寫那樣擺明反串的內容還真有人信
167,號稱轉述的規定是可以去拔別人的槍，但實際上可以查到的規定卻沒有這項
167,群組內的回應也是強調現場優先先到先充
167,///
167,群組內的回應強調如果亂拔別人的槍，踢出群組
167,///
167,我再提醒點，如果發現社群裡面有人利用其他車友分享的資訊，或是其他方式，
167,去
167,亂拔別人充電槍，我不會給任何機會，直接封鎖
167,綜合來看，不管是群組內的規則或是群組內的宣導回應
167,都不斷強調
167,先到先用，不能亂拔別人的槍
167,他們的排隊規則跟預計結束充電時間分享也只適用於他們自己群內的人
167,然而會發現幾個持續帶風向的人都繼續堅持用不進群組不能充電會被拔槍來抨擊
167,是不是故意惡搞還看不出來
167,看完這群推文湧進來繼續造謠帶風向的人
167,當他們直帶反串風向說不加群就不能充，會被拔槍
167,面對挖出來的群組規則/宣導現場優先，亂拔槍就封鎖
167,他們的反應
167,繼續跳針不加群就不能充會被拔槍
167,開始改哭分享充電結束時間有多可惡
167,更新造謠大師語錄
167,如果你分享你充電的結束時間，就等於做股票內線交易，等於結黨營私
168,人人有電充，立意多麼良善啊
168,再窮的人只有開特斯拉進群
168,就能排到免費的充電資源
168,油車怎麼沒人創個這樣的群組
168,只要進群就能排隊加免費的油
176,護航仔直在跳針說別人造謠抹黑群組
176,還貼群規出來解釋說群組規範如何又如何的
176,對啦
176,群組當然不會寫說不加入不給充
176,或是不加入就拔你槍，傻了才這樣明訂
176,公共財你也沒那個權利這樣訂
176,所以檯面上當然可以說被造謠抹黑
176,但請好好思考檯面下是怎麼運作的，為何被噴
176,不就是實際上真的有人這麼惡搞，且為數不少
176,堆人拿群組當令箭在排擠未入群的使用者
176,群規寫的多義正嚴詞，多公平正義又如何
176,佔用亂象不就這些狗屁群組成員造成的
176,有爭議發生就說個案，個人行為，切割的很快
176,我倒覺得沒本事約束群友那就摸摸鼻子解散
176,不要為了貪免費造成社會大眾困擾
176,說什麼現場為主，先到先排，講得很好聽
176,事實上就是沒等到約充的人來，就死不開走
176,這樣誰現場排的到啊
176,群規形同虛設不是嗎
176,前幾篇也有人說現場等時竟被告知有群友預約
176,還叫人加群組這樣比較方便充，根本莫名其妙
176,說實在的，找車位時多半是沒位子就往別處找
176,誰會在那傻等老半天
176,了不起等個十分鐘
176,而且你他媽就算願意等也可能被群組成員勸退
176,這些群組成員因為私相授受，自以為是的分享資訊
176,彷彿有上帝視角般的知道幾點幾分去就能用
176,利用資訊不對稱來佔用公共資源
176,前面有人用內線交易來比喻其實頗為貼切
176,差別只在群組行為並不違法，但確實非常缺德
211,原文連結
211,////
211,原文內容
211,你在大聲什麼啦
211,陳平偉爆紅後大轉型超狂近況曝光
211,過去因句你在大聲什麼啦而爆紅的陳平偉，儘管在網路上獲得大批網友關注，但卻因
211,為爭議不斷延燒，導致最終關了間機車行
211,多年過去，陳平偉如今已成功東山再起，並改
211,當二手中古車買賣商
211,近日就有網友貼出他的最新近況照，再度掀起熱議
211,陳平偉陳昭州原為富堡車行的老闆，但他在年時卻因為機車修理費高於市場行
211,情，且在與客人爭論時直接嗆聲你是在大聲什麼啦，意外在網路上爆紅
211,不過，他的機
211,車行仍礙於爭議過多，導致生意落千丈，落得關門的下場
211,在間機車行不幸倒閉後，陳平偉曾拍了部微電影，此後便低調地在另間機車行內工作
211,但在經過多年後，陳平偉如今已成了名二手中古車商，且翻開他的臉書後，更會看見他
211,身穿白襯衫西裝褲，除了比過去叫囂時更顯成熟外，氣質也有明顯的不同
211,陳平偉在臉書自介上寫到，他除了是中古車買賣商外，還從事了露營拖車電動車堆高機
211,遊艇房屋別墅店面農地等買賣
211,另外，他也提供車輛保養維修改裝等客製化
211,服務，貼文更清色全是二手跑車
211,此前有網友在臉書社團爆廢公社曬出陳平偉的近照後，又再度掀起網友們回憶，紛
211,紛留言笑說，你在大聲什麼啦
211,公道價萬萬先生講話不要太大聲
211,心得/說明字以上
211,輪車行老闆倒店復出後成為輪車商，算是很勵志的人生故事了
211,他貼文賣的車上到牛馬蛙
211,，下到特斯拉，看起來很成功
211,希望同為網紅車商，有天能和小施聯動拍片
211,///
211,原文及網址連結
211,心得或意見字不含標點符號
225,原文連結
225,//////
225,原文內容
225,梧棲童綜合周邊風勢強勁特斯拉車門被吹凹
225,/////////__
225,車主貼出車門遭強風吹凹的照片
225,圖/取自/特斯拉台灣車主群
225,//
225,記者張軒哲台中報導台中市梧棲地區每逢東北季風時節，風勢強勁，常有機車遭吹
225,倒或車門遭強風損毀的情況，名網友在/特斯拉台灣車主群臉
225,書社團發文指出，將愛車停放梧棲童醫院大樓前，開車門時遇到陣強勁風勢，使盡全力
225,還是無法拉住車門，返家後發現車門被風吹凹了個洞，破財萬元
225,車主在臉書指出，坐上車後，只覺得風切聲好大，直到家後才發現鈑金變這樣了，確定
225,是風造成門板變形的，因為陣大風，回原廠估價，車門已變形，需要整片門換掉
225,元
225,童綜合醫院因地理位置與大樓建築，形成風切處，是公認台中港區風勢最強勁的區域
225,醫
225,院員工與患者家屬常飽受強風之苦，院方也設置強風告示牌提醒
225,名女性行政人員指出
225,，自己有次機車坐墊因為沒扣緊，下班發現竟然被強風吹掉，相當傻眼
225,結果機車行老
225,闆說，這情況在梧棲很常見
225,若機車坐墊沒有鎖緊蓋好，遇到風大時就會發生
225,中港高中學生冬天常在童綜合醫院前方等公車，也常飽受強風之苦，排班計程車司機也指
225,出，曾經有計程車車門被強風吹壞情況
225,心得/說明
225,汽車駕駛如果想要避免車子被風吹壞就得特別注意最好不要開車去風太大的地方
231,原文連結
231,////
231,原文內容
231,目前全球除了持續推動車輛電汽化之外，也在大力發展自動駕駛技術，如今已幾乎普及
231,等級，部分車廠也開始向邁進，而近日研究和諮詢公司
231,針對家從事自動駕駛技術研發的企業進行排名
231,根據的報告，針對目前全球家自動駕駛研發的領導品牌，
231,分別就公司的前景生產戰略合作夥伴技術商業準備程度等方面進行分析，並分為
231,領導者競爭者挑戰者和追隨者等個等級
231,在表現最為優異的領導者等級中，旗下評價最高，擁有包括
231,自動駕駛系統自動駕駛計程車解決方案以及
231,消費級自動駕駛汽車等技術，目前全球已有超過億輛汽車搭載
231,的駕駛輔助系統
231,另外像是也已開始實現商業化，尤其專注於無人駕駛計程車與貨運服務，另外通
231,用汽車旗下的也準備在今年投入更多無人駕駛車輛服務，基本上處於領導者等級
231,的公司，都已經證明達到等級自動駕駛，並可以投入使用
231,而在此次評分中，表現最差的就是，也是唯處在追隨者等級的品牌，報告中指出
231,，過於依賴軟體系統，也缺乏其他同行或監管機關的合作，而且其完全自動駕駛方
231,案成本高達萬美元，但以目前表現出來的標準，只能提供等級的服務
231,心得/說明字以上
231,特粉狂吹猛吹吹到特斯拉好像都快要會飛天遁地樣，結果評測連三年墊底
231,不知道特粉又要用什麼理由來反駁了嘻嘻
231,原文及網址連結
231,心得或意見字不含標點符號
237,特斯拉的給世人帶來更多疑惑，其未來發展浮現陰影
237,原文連結
237,///
237,原文內容
237,特斯拉在年月日舉行了投資者日中，宣布了的計畫
237,不過，馬斯克並沒有發布的消息，沒有關於新款無人計程車和有意義的消息，也沒有關於太陽能屋瓦和其他能源業務產品等有意義的消息
237,市場對於像特斯拉這樣的高科技創新者來說，有點令人失望，從股價的變化即可得知
237,人們很難想像蘋果在每年的月底產品發表會上，看不到新面世的任何訊息，這就是這次特斯拉投資者日給人的觀感
237,儘管特斯拉廣泛談論了對可再生能源和電動車的需求，但特斯拉未能讓市場相信特斯拉將成為未來趨勢的主導力量
237,反之，比亞迪看起來似乎更適合將電動車推向大眾的主角，其提供相對於特斯拉更便宜的入門級車型，而且不出所料，比亞迪在交貨方面有更好的成長，因為它解決了很多問題
237,作為包括特斯拉在內的其他電動車製造商的電池供應商，比亞迪也將幫助整個產業擴大電動車市場
237,另方面，特斯拉在短期內看起來不會出現交貨量的爆炸式成長，而且它在年的成長也低於市場
237,因此，雖然特斯拉提出可再生能源世界的願景是讓大多數的人可以駕駛電動車，但在短期內，特斯拉似乎不會成為推動這成長的最大力量
237,換個角度來說，入門級車種沒有推出的話，特斯拉的電動車將面臨緩慢成長以及只繼續銷售高價車種的事實，使其無法成為電動車領域的領導者
237,對於分析師來說，比亞迪似乎更有可能獲得這地位
237,為了說服分析師，馬斯克說明特斯拉是家能源業務正在成長的公司，並談論地球能源轉型的可行性，然而，這並不是什麼新鮮事
237,因為特斯拉不是唯家進入該領域的公司
237,事實上，世界各地的許多公司政府和機構直在談論擴大可再生能源生產的必要性，許多汽車公司也表示他們未來將主要或專門銷售電動車
237,感覺起來，特斯拉近年來已經成為畫好大餅，但未實踐目標的典範企業
237,更何況，過去幾年的宣布總是包括推出新車型自動駕駛技術的宏偉目標但目前尚未實現等等
237,如今似乎有點面臨江郎才盡的窘境
237,總之，特斯拉這次的投資者日是以失敗收場，未來年特斯拉將面臨將更艱鉅的挑戰
237,心得/說明字以上
237,特斯拉的投資者日並沒有釋出有關新款電動車等等相關消息，令不少支持者感到失望
237,原文及網址連結
237,心得或意見字不含標點符號
259,原文連結
259,////////
259,原文內容
259,有錢人都開什麼車
259,百萬富翁最愛豪車不會讓我更常笑理財專家告訴你該
259,花多少錢買車
259,安德魯．哈藍
259,理財
259,///
259,編按這世上有人賺大錢卻破產，也有人賺不多卻堅持行善太多案例告訴我們，財富
259,不代表自由，更不保證你的人生會成功又出色
259,作者深入般人對投資現實以及金錢與幸福之間的誤解
259,你將透過投資的科學，以及發
259,人省思的真實故事，改造你財務自由之路上偏見與不良行為，找到平衡金錢與美好人生的
259,甜蜜點
259,有錢人都開什麼車
259,很多人渴望開好車
259,不過，汽車是最大的個人財富破壞者
259,我們往往要借錢買車，而車子
259,卻每個月貶值
259,在某些情況下，我們可能會認為擁有輛對的車子，自己就是某種社會團體的份子
259,然
259,而我們或許在騙自己
259,想想你愛的人或你尊敬的人吧
259,假設他們沒有車而且也不會三不五時就要搭你便車
259,的話，你對他們的愛或尊敬會不會變少
259,再來，如果情況是他們擁有輛高階的車款呢
259,你對他們的愛或尊敬，會不會因為他們開
259,的車而有所增加
259,我希望不用我說，你們就知道這些問題的答案了
259,很多人砸錢買奢華的車是為了要讓其他人羨慕，此舉卻可能會反傷自己
259,我的鄰居裡有人擁有輛新的雪佛蘭跑車
259,他的車牌是即
259,，暗示我最厲害的意思
259,我還沒見過他本人
259,搞不好他其實人很好，那張車
259,牌只是他的瑪蒂達姑姑臨死前送他的，還堅持要他用可惜，她沒機會知道這輛車與車
259,牌的組合，對鄰居極盡輕蔑
259,我跟大家談論到有錢人的習慣時，往往會這麼問有錢人最喜歡開什麼車
259,大多數人
259,會大聲說出法拉利瑪莎拉蒂特斯拉賓士奧迪，或是保時捷，但研究結果卻
259,不是這樣
259,行銷教授史丹利博士從年開始就以美國的百萬富翁為對象，
259,收集彙整的習慣職業以及購買物品相關資料
259,他與丹柯年
259,合著出版了本震驚四座的書，名為原來有錢人都這麼做
259,直到年辭世為止，史丹利都直在收集百萬富翁的資料
259,離世當年，他與女兒莎拉
259,還在收集研究資料，準備寫另本書
259,女兒承續兩人的工作，年時
259,出版了如何把收入轉化為財富她將父親列為
259,共同作者
259,史丹利和女兒共同合作的這份二十世紀研究，證實了他先前的研究發現大部分的百萬
259,富翁都不開名車
