system_id,word,ner
93,公里,QUANTITY
93,年月,DATE
93,公里英里,GPE
93,英里,QUANTITY
93,半年,DATE
93,美國,GPE
93,歐洲,LOC
93,小鵬,PERSON
93,下半年,DATE
93,福特六和,ORG
93,福特,ORG
93,台灣,GPE
93,台灣,GPE
132,歐洲,LOC
132,七,CARDINAL
132,近日,DATE
132,布歐洲,LOC
132,歐洲,LOC
132,歐洲,LOC
132,歐洲,LOC
132,第五,ORDINAL
132,第九,ORDINAL
132,第四,ORDINAL
132,第六,ORDINAL
132,第三,ORDINAL
132,歐洲,LOC
132,過去幾年,DATE
132,十,CARDINAL
132,十,CARDINAL
132,第二,ORDINAL
132,第十,ORDINAL
132,第十,ORDINAL
132,兩,CARDINAL
132,四,CARDINAL
132,第十,ORDINAL
132,歐洲,LOC
132,歐洲,LOC
132,歐洲,LOC
132,連霸,PERSON
132,第六,ORDINAL
132,第二,ORDINAL
132,三四,CARDINAL
132,歐洲,LOC
132,歐洲人,LOC
149,特斯拉萬,PERSON
149,賓士,ORG
149,美國,GPE
149,萬元,MONEY
149,美國,GPE
149,日前,DATE
149,特斯拉,ORG
149,萬元新台幣,MONEY
149,美國,GPE
149,特斯拉,ORG
149,特斯拉萬,PERSON
149,賓士,PERSON
149,特斯拉萬,PERSON
149,賓士,PERSON
149,賓士,ORG
167,九成,PERCENT
167,台灣,NORP
168,開特斯拉進,PERSON
176,護航仔,ORG
176,十分鐘,TIME
176,上帝,PERSON
211,陳平偉,PERSON
211,陳平偉,PERSON
211,陳平偉,PERSON
211,陳平偉,PERSON
211,陳昭州,PERSON
211,富堡車行,ORG
211,陳平偉,PERSON
211,多年後,DATE
211,陳平偉,PERSON
211,陳平偉,PERSON
211,陳平偉,PERSON
211,牛馬蛙,GPE
211,特斯拉,ORG
225,特斯拉,ORG
225,台灣,GPE
225,張軒哲,PERSON
225,台中,GPE
225,台中市梧棲地區,LOC
225,東北,LOC
225,特斯拉,ORG
225,梧棲童醫院大樓,FAC
225,萬元,MONEY
225,梧棲,GPE
225,港,GPE
225,冬天,DATE
231,近日,DATE
231,超過億,CARDINAL
231,今年,DATE
231,萬美元,MONEY
231,特斯拉,ORG
231,三年,DATE
237,特斯拉,ORG
237,特斯拉,ORG
237,年月日,DATE
237,馬斯克,PERSON
237,特斯拉,ORG
237,特斯拉,ORG
237,特斯拉,ORG
237,特斯拉,ORG
237,特斯拉,ORG
237,比亞迪,ORG
237,特斯拉,ORG
237,比亞迪,ORG
237,特斯拉,ORG
237,比亞迪,ORG
237,特斯拉,ORG
237,特斯拉,ORG
237,特斯拉,ORG
237,，特斯拉,ORG
237,比亞迪,ORG
237,馬斯克,PERSON
237,特斯拉,ORG
237,地球,LOC
237,特斯拉,ORG
237,，特斯拉,PERSON
237,過去幾年,DATE
237,，特斯拉,PERSON
237,日,GPE
237,年特斯拉,PERSON
237,特斯拉,ORG
259,百萬富翁,CARDINAL
259,安德魯．哈藍,PERSON
259,雪佛蘭,PRODUCT
259,瑪蒂達,PERSON
259,法拉利瑪莎拉蒂特斯拉賓士奧迪,PERSON
259,史丹利,PERSON
259,美國,GPE
259,百萬富翁,CARDINAL
259,丹柯年,PERSON
259,四,CARDINAL
259,史丹利,PERSON
259,百萬富翁,CARDINAL
259,莎拉,PERSON
259,兩,CARDINAL
259,史丹利,PERSON
259,二十世紀,DATE
259,百萬,CARDINAL
259,美國,NORP
259,百萬富翁,CARDINAL
259,三,CARDINAL
259,豐田本田福特,ORG
259,兩,CARDINAL
259,十,CARDINAL
259,第四,ORDINAL
259,第六,ORDINAL
259,凌志,PRODUCT
259,百萬富翁,CARDINAL
259,起亞,ORG
259,捷賓士,PRODUCT
259,特斯拉,ORG
259,百萬富翁,CARDINAL
259,台幣萬,MONEY
259,六位數,CARDINAL
259,百萬富翁,CARDINAL
259,西省,GPE
259,億萬富翁,CARDINAL
259,台幣萬,MONEY
259,祖克伯,PERSON
259,福斯,ORG
259,台幣萬,MONEY
259,祖克伯,PERSON
259,賓利,ORG
259,勞斯萊斯,ORG
259,富比世,PERSON
259,億美元,MONEY
259,美元,MONEY
259,傑夫．貝佐斯,PERSON
259,比爾．蓋茲,PERSON
259,貝爾納．阿爾諾,PERSON
259,巴菲特,PERSON
259,賴瑞．艾里森,PERSON
259,奧爾特加,PERSON
259,吉姆．華爾頓,PERSON
259,羅伯．華爾頓,PERSON
259,賴瑞．佩吉,PERSON
259,謝爾蓋,PERSON
259,布林,PERSON
259,麥可．彭博,PERSON
259,馬雲,PERSON
259,羅伯．華爾頓,GPE
259,弗朗特索瓦絲．麥耶絲,PRODUCT
264,美運輸部長,ORG
264,特斯拉,PERSON
264,美運輸部長,ORG
264,特斯拉,ORG
264,路透,ORG
264,美國,GPE
264,布塔朱吉,PERSON
264,週日,DATE
264,特斯拉,ORG
264,彭博,ORG
264,布塔朱吉,PERSON
264,特斯拉,ORG
264,美國國家公路交通安全管理局,ORG
264,特斯拉,ORG
264,布塔朱吉,PERSON
264,布塔朱吉,PERSON
264,布塔朱吉,PERSON
264,運輸部,ORG
264,司法部,ORG
264,彭博,ORG
264,去年月,DATE
264,美國,GPE
264,特斯拉,ORG
264,特斯拉,ORG
264,特斯拉,ORG
264,特斯拉,ORG
264,年月,DATE
264,特斯拉,ORG
264,年月,DATE
264,特斯拉,ORG
271,前秒,TIME
274,特斯拉,ORG
274,中時新聞網,ORG
274,簡銘柱,PERSON
274,特斯拉,ORG
274,昨天,DATE
274,日晚間,TIME
274,台北市,GPE
274,特斯拉,FAC
274,昨天,DATE
274,晚間,TIME
274,台灣,GPE
274,北市信義分局,ORG
274,昨天,DATE
274,晚間,TIME
274,晚間,TIME
292,停天元,MONEY
292,台中,GPE
292,台中市政府,ORG
292,特斯拉,ORG
292,台中市停管處,ORG
292,今年年月日,DATE
292,第小時,TIME
292,元第小時,TIME
292,去年,DATE
292,第小時,TIME
292,第小時,TIME
292,特斯拉,ORG
292,台中市停車管理處,ORG
292,前天日,DATE
292,台中市,GPE
292,今年年月日,DATE
292,半小時,TIME
292,第小時,TIME
292,日,GPE
292,第三,ORDINAL
292,特斯拉,ORG
292,第小時第小時,TIME
292,第小時,TIME
292,台中市交通局長,ORG
292,葉昭甫,PERSON
292,台中市,GPE
292,葉昭甫,PERSON
292,台中市,GPE
292,萬,CARDINAL
292,交通局,ORG
292,兩百萬,CARDINAL
292,七月,DATE
292,台中,GPE
292,三個月,DATE
298,特斯拉,ORG
298,去年,DATE
298,台米漿堆公司,ORG
298,特斯拉,ORG
302,台北市,GPE
302,年月後,DATE
302,豐田,PRODUCT
302,本田,ORG
302,日,GPE
302,馬自達,ORG
302,約小時,TIME
302,當天,DATE
302,台北市松山區,LOC
302,台北市,GPE
302,未來年內,DATE
302,約小時,TIME
302,當天,DATE
302,台北市松山區,LOC
302,台北市,GPE
302,◎歲以上,DATE
302,台北市新北市,GPE
302,五,CARDINAL
302,小時,TIME
302,台北市松山區,LOC
302,台北市,GPE
302,年後,DATE
302,賓士,ORG
302,寶馬,PRODUCT
302,奧迪,ORG
302,凌志,PRODUCT
302,保時捷,PRODUCT
302,富豪,ORG
302,特斯拉,ORG
302,台北市松山區,LOC
302,◎年~月,DATE
307,特斯拉,ORG
307,這麼多年,DATE
307,特斯拉臉書社團,ORG
307,特斯拉,ORG
307,第三,ORDINAL
333,昨晚,TIME
333,台灣,GPE
333,第二,ORDINAL
337,特斯拉,PERSON
337,特斯拉,PERSON
337,美聯社,ORG
337,特斯拉,ORG
337,加州,GPE
337,名特斯拉,ORG
337,葉亨利,PERSON
337,週五日,DATE
337,特斯拉,ORG
337,特斯拉,ORG
337,舊金山,GPE
337,葉亨利,PERSON
337,週五,DATE
337,特斯拉,ORG
337,葉亨利,PERSON
337,費茲傑羅,PERSON
337,葉,PERSON
337,特斯拉,ORG
337,加州,GPE
337,特斯拉,ORG
337,特斯拉,ORG
337,加州,GPE
337,名特斯拉,GPE
337,葉亨利,PERSON
337,週五日,DATE
337,特斯拉,ORG
337,特斯拉,ORG
345,特斯拉,ORG
345,兩千,CARDINAL
345,五千萬兩萬,CARDINAL
345,今天,DATE
345,三寶,PERSON
345,今天,DATE
345,台灣,GPE
350,兩,CARDINAL
350,第三,ORDINAL
350,兩,CARDINAL
350,元威脅人跑法院,FAC
350,三個月,DATE
350,清晨,TIME
350,三萬,CARDINAL
350,隔年,DATE
350,歐吉桑歐巴桑,PERSON
364,特斯拉車,PRODUCT
364,特斯拉,ORG
364,特斯拉,ORG
364,路透,ORG
364,特斯拉,ORG
364,數百萬,CARDINAL
364,路透,ORG
364,特斯拉,ORG
364,年至年期間,DATE
364,特斯拉,ORG
364,特斯拉,ORG
364,特斯拉,ORG
364,，特斯拉,PERSON
364,路透,ORG
364,去年,DATE
364,特斯拉,ORG
364,十幾,CARDINAL
364,特斯拉公司,ORG
364,五,ORDINAL
408,竹北,GPE
408,特斯拉,ORG
408,陳依旻,PERSON
408,台北,GPE
408,新竹縣竹北市莊敬六街,GPE
408,今日,DATE
408,特斯拉,ORG
408,富邦,ORG
408,新光產,ORG
408,特斯拉,ORG
408,富邦產險,ORG
408,日起天,DATE
408,新光投信,ORG
408,新光產險,ORG
408,三,CARDINAL
408,特斯拉,ORG
408,新竹縣竹北市莊敬六街,GPE
408,第度,QUANTITY
408,，特斯拉,ORG
415,萬坪,QUANTITY
415,台特斯拉,GPE
419,高雄特斯拉,ORG
419,聯合報,ORG
419,石秀華,PERSON
419,高雄,GPE
419,左營區大中路,LOC
419,鼎金交流道,FAC
419,輛特斯拉,PERSON
419,二,CARDINAL
419,特斯拉,ORG
419,今天,DATE
419,上午,TIME
419,高雄大中二路,FAC
419,兩,CARDINAL
419,特斯拉,ORG
419,特斯拉,ORG
419,特斯拉,ORG
419,下秒,TIME
419,左營警分局,ORG
419,特斯拉,ORG
419,第條,ORDINAL
419,萬元,MONEY
419,特斯拉,ORG
419,特斯拉,ORG
423,民視,ORG
423,李豫翰,PERSON
423,蔡承翰,PERSON
423,賴國彬,PERSON
423,台北,GPE
423,桃園,GPE
423,台北市,GPE
423,特斯拉,FAC
423,近分鐘,TIME
423,中午,TIME
423,卡卡,PERSON
423,特斯拉,ORG
423,台北,GPE
423,萬元,MONEY
423,約公分,QUANTITY
423,阿娘威真,PERSON
423,特斯拉,ORG
423,特斯拉,PERSON
444,特斯拉,ORG
444,保險局,ORG
444,謝明翰,PERSON
444,年月,DATE
444,日,GPE
444,年月日上午,TIME
444,新竹竹北勝利路,LOC
444,勝利二路,FAC
444,莊敬六街,FAC
444,保險局,ORG
444,林志憲,PERSON
444,保險局,ORG
444,年月日上午,TIME
444,新竹竹北勝利路,LOC
444,勝利二路,FAC
444,莊敬六街,FAC
444,兩,CARDINAL
444,第三,ORDINAL
444,第三,ORDINAL
444,特斯拉掉坑事件,EVENT
444,保險局,ORG
444,林志憲,PERSON
444,第三,ORDINAL
444,保險局,ORG
444,爆料網,PERSON
444,保險局,ORG
444,國泰產險,ORG
444,萬元,MONEY
444,今年月日,DATE
444,特斯拉,ORG
444,日,GPE
444,~月,DATE
444,萬元,MONEY
444,萬元,MONEY
444,萬元,MONEY
444,這幾天,DATE
444,四,CARDINAL
446,美國,GPE
446,兩,CARDINAL
446,特斯拉,ORG
446,超充站,FAC
446,台灣,GPE
485,中國,GPE
485,中國,GPE
485,中國,GPE
485,九成,CARDINAL
485,上汽集團,ORG
485,萬輛,CARDINAL
485,奇瑞,ORG
485,全年,DATE
485,萬,CARDINAL
485,冠比亞迪,PERSON
485,萬多,CARDINAL
485,今年月份,DATE
485,亞迪,ORG
485,萬輛,CARDINAL
485,第三,ORDINAL
485,特斯拉,ORG
485,中國,GPE
485,俄羅斯,GPE
485,五,CARDINAL
485,萬,CARDINAL
485,中國,NORP
485,俄羅斯,GPE
485,俄羅斯,GPE
485,俄,GPE
485,中國,NORP
485,奇瑞,ORG
485,哈弗,ORG
485,俄羅斯,GPE
485,俄烏戰爭,EVENT
485,全年,DATE
485,萬,CARDINAL
485,萬,CARDINAL
485,中國,NORP
485,俄羅斯,GPE
485,中國,GPE
485,俄羅斯,GPE
485,中國人,NORP
485,俄羅斯,GPE
485,中國,GPE
485,中國,GPE
485,中國,GPE
485,富豪,ORG
485,中國,GPE
485,今年月,DATE
485,上汽集團,ORG
485,萬輛,CARDINAL
485,去年,DATE
485,比亞迪,ORG
485,上汽,ORG
485,今年月,DATE
485,比亞迪,ORG
485,歐洲,LOC
485,萬,CARDINAL
485,萬台,CARDINAL
485,馬來西亞,GPE
485,日本人,NORP
485,西台灣,LOC
487,特斯拉,ORG
487,路透社,ORG
487,中文,LANGUAGE
487,年月日週三下午,TIME
487,路透,ORG
487,舊金山,GPE
487,特斯拉,ORG
487,馬斯克,PERSON
487,今天,DATE
487,特斯拉,ORG
487,馬斯克,PERSON
487,特斯拉,ORG
487,上週,DATE
487,雅克里諾,PERSON
487,馬斯克,PERSON
487,德州,GPE
487,特斯拉,ORG
487,馬斯克,PERSON
487,馬斯克,PERSON
487,多年,DATE
487,今天,DATE
487,馬斯克,PERSON
487,今天,DATE
487,美股,NORP
487,特斯拉,ORG
487,台特斯拉,ORG
487,特斯拉馬斯克,PERSON
487,馬斯克,PERSON
487,馬斯克,PERSON
517,日本,GPE
517,這幾天,DATE
517,特斯拉,ORG
517,台灣,GPE
517,三,CARDINAL
526,巴菲特,PERSON
526,年月日,DATE
526,波克夏公司,ORG
526,萬,CARDINAL
526,萬,CARDINAL
526,富豪,ORG
526,下半年,DATE
526,富豪汽車,ORG
526,中國,GPE
526,加州新創公司,ORG
526,第季度,DATE
526,億美元,MONEY
526,歐洲,LOC
526,福特,ORG
526,俄亥俄州,GPE
526,通用汽車工廠,ORG
526,普爾,PERSON
526,幾年前,DATE
526,通用,ORG
526,福特日產,ORG
526,豐田,PRODUCT
526,數十年,DATE
526,特斯拉,ORG
527,本魯,PERSON
527,千台,QUANTITY
527,七百,CARDINAL
527,五百,CARDINAL
527,三四百,CARDINAL
527,雙尊榮度,PERSON
527,豐田,PERSON
527,第三,ORDINAL
527,特斯拉凌志,PRODUCT
527,百二百五,CARDINAL
527,百七兩百特斯拉,MONEY
527,特斯拉,ORG
540,中國,GPE
540,寧德,GPE
540,中國,GPE
540,寧德,GPE
540,楊昇儒,PERSON
540,邱國強,PERSON
540,中國,GPE
540,騰訊,ORG
540,常州市江蘇,GPE
540,寧德,GPE
540,李,PERSON
540,個小時,TIME
540,寧德,GPE
540,比亞迪,ORG
540,常州,GPE
540,胡潤,PERSON
540,中國,GPE
540,常州,GPE
540,五,CARDINAL
540,常州電池,ORG
540,財聯社,ORG
540,寧德,GPE
540,人民幣萬元約新台幣萬元,MONEY
540,上小時,TIME
540,江蘇,GPE
540,小李,PERSON
540,新航,ORG
540,最近幾個月,DATE
540,寧德,GPE
540,第季,DATE
540,億元,MONEY
540,年初,DATE
540,約億元,MONEY
540,寧德,GPE
540,第季,DATE
540,去年,DATE
540,寧德,GPE
540,常州,GPE
540,中創新航,ORG
540,中國,GPE
540,百,CARDINAL
540,中國,GPE
540,萬瓩,QUANTITY
540,中國,GPE
540,寧德,GPE
540,今年,DATE
540,第季,DATE
540,比亞迪,ORG
540,比亞迪,ORG
540,特斯拉,ORG
540,比亞迪,ORG
540,寧德,GPE
540,特斯拉,ORG
540,比亞迪,ORG
540,第二,ORDINAL
540,去年,DATE
540,第名,ORDINAL
540,中創新航,ORG
540,第三,ORDINAL
540,中國乘聯會,ORG
540,崔東樹,PERSON
540,前天,DATE
540,過去幾年,DATE
540,中國汽車動力電池產業聯盟,ORG
540,經濟觀察網,ORG
540,真鋰研究,ORG
540,墨柯,PERSON
540,今年,DATE
540,寧王,PERSON
540,寧德,GPE
569,福特,ORG
569,通用,ORG
569,特斯拉,ORG
569,北美,LOC
569,韓國,GPE
569,台灣,GPE
569,北美,LOC
569,福特通用汽車,ORG
569,特斯拉,ORG
569,美國,GPE
569,三,CARDINAL
569,七成,CARDINAL
569,福特通用,ORG
569,特斯拉,ORG
569,特斯拉,ORG
569,特斯拉,ORG
569,兩,CARDINAL
569,特斯拉,ORG
569,第三,ORDINAL
569,幾周後,DATE
569,特斯拉,ORG
569,近家,ORG
569,北美,LOC
569,特斯拉,ORG
569,福特,ORG
569,特斯拉,ORG
569,第家,ORDINAL
569,特斯拉,ORG
569,十年,DATE
569,工研院,ORG
569,臺灣電動車輛電能補充產業技術推動聯盟,ORG
569,台灣,GPE
569,經濟部標檢局,ORG
569,台灣,GPE
569,特斯拉,ORG
569,台灣,GPE
569,台灣特斯拉紀,GPE
569,二特斯拉,ORG
569,台灣,GPE
569,通用,ORG
569,北美,LOC
569,北美,LOC
569,北美,LOC
569,北美,LOC
569,特斯拉,ORG
569,北美,LOC
569,台灣,GPE
569,通用,ORG
569,韓國,GPE
610,陳英傑,PERSON
610,特斯拉,ORG
610,馬斯克,PERSON
610,今年,DATE
610,鴻海代工,ORG
610,美國,GPE
610,美國,GPE
610,鴻海,PERSON
610,路透,ORG
610,月日,DATE
610,美國,GPE
610,鴻海,ORG
610,富士康,ORG
610,億美元,MONEY
610,富士康,ORG
610,富士康,ORG
610,萬美元,MONEY
610,鴻海,PERSON
610,鴻海,PERSON
610,鴻海,PERSON
610,下鴻海,PERSON
610,台皮卡,ORG
610,鴻海,PERSON
610,台灣,GPE
615,英國,GPE
615,年月日,DATE
615,台灣,GPE
615,博恩,ORG
615,英國廣告監管機構廣告標準局,ORG
615,英國,GPE
615,英國,GPE
615,分鐘,TIME
615,英超,ORG
615,兩,CARDINAL
615,兩,CARDINAL
615,英國,GPE
615,英,GPE
615,特斯拉,ORG
615,特斯拉,ORG
615,英國,GPE
615,汽豐田,ORG
615,廣汽豐田,PRODUCT
615,年月,DATE
615,萬,CARDINAL
615,萬元,MONEY
615,豐田,PRODUCT
617,爆料網,PERSON
617,高雄,GPE
617,高雄義享,LOC
617,特斯拉超車充位地下樓,FAC
617,斯拉,ORG
617,半個小時,TIME
617,高雄義享天地停車場,FAC
617,座特斯拉,GPE
617,交通局,ORG
617,千兩百元,MONEY
617,七月日,DATE
617,特斯拉,ORG
617,特斯拉,ORG
617,特斯拉,ORG
637,馬斯克,PERSON
637,豐田,ORG
637,美國,GPE
637,兩,CARDINAL
637,通用,ORG
637,福特,ORG
637,馬斯克,PERSON
637,日本,GPE
637,豐田,PRODUCT
637,馬斯克,PERSON
637,帖文指,PERSON
637,紐約,GPE
637,華盛頓特區,GPE
637,千瓦,QUANTITY
637,馬斯克,PERSON
637,特斯拉,ORG
637,北美,LOC
637,英文,LANGUAGE
637,特斯拉,ORG
637,豐田,ORG
637,三,CARDINAL
637,第二,ORDINAL
637,特斯拉,ORG
637,第三,ORDINAL
694,交通局,ORG
694,警察局第四分局,ORG
694,交通局長,ORG
694,葉昭甫,PERSON
694,自月日,DATE
694,百餘,CARDINAL
694,台中市停車管理處,ORG
694,交通局,ORG
694,交通局,ORG
694,交通部,ORG
694,月日,DATE
694,第條,ORDINAL
694,第三,ORDINAL
694,萬元,MONEY
694,葉,PERSON
694,交通局,ORG
694,停管處,ORG
694,台中市,GPE
694,今天,DATE
727,特斯拉,ORG
727,特斯拉,ORG
727,特斯拉,ORG
727,特斯拉何,PERSON
727,台灣,GPE
778,瑞銀,ORG
778,比亞迪,ORG
778,特斯拉,ORG
778,瑞銀證券研究部,ORG
778,比亞迪,ORG
778,上海,GPE
778,特斯拉低,ORG
778,福斯汽車,ORG
778,歐,LOC
778,比亞迪,ORG
778,特斯拉,ORG
778,大陸,GPE
778,大陸,GPE
778,比亞迪,ORG
778,歐洲,LOC
778,比亞迪,ORG
778,瑞,GPE
778,中國,GPE
778,鞏旻,PERSON
778,比亞迪,ORG
778,大陸,GPE
778,比亞迪,ORG
778,鵬蔚來,PRODUCT
778,瑞銀,ORG
778,大陸,GPE
778,八成,CARDINAL
778,歐洲,LOC
778,去年,DATE
778,美國,GPE
778,日本,GPE
778,韓國,GPE
778,印度,GPE
778,四,CARDINAL
778,大陸,GPE
778,瑞銀,ORG
778,大陸,GPE
778,大陸,GPE
778,福斯汽車,ORG
778,大陸,GPE
778,小鵬,PERSON
778,鞏旻,PERSON
778,大陸,GPE
778,前陣子,DATE
778,日經,ORG
778,日本,NORP
778,比亞迪,ORG
783,台北市,GPE
783,台北,GPE
783,新北基隆桃園地區,LOC
783,台北市,GPE
783,中山區,LOC
783,台北市電動汽車線上問卷座談會,EVENT
783,年月後,DATE
783,/月,DATE
783,五,CARDINAL
783,二,ORDINAL
783,台北市,GPE
783,中山區,LOC
783,建國北路二段,LOC
783,台北,GPE
783,◎歲以上,DATE
783,年月後,DATE
783,堅達,GPE
783,五十鈴,CARDINAL
783,日野,PERSON
783,台北,GPE
783,六,CARDINAL
783,高雄,GPE
783,晚上,TIME
783,約小時,TIME
783,台北市,GPE
783,建國北路,LOC
783,台北市,GPE
783,台北,GPE
783,新北基隆桃園,GPE
783,年月,DATE
783,台北市,GPE
783,中山區,LOC
806,上禮拜,DATE
806,三,CARDINAL
806,今年,DATE
806,第三年,DATE
806,兩,CARDINAL
806,隔年,DATE
806,明年度,DATE
806,特斯拉保,PERSON
806,特斯拉,ORG
806,兩年前,DATE
818,特斯拉,ORG
818,桃園,GPE
818,桃園機場航廈,FAC
818,特斯拉,ORG
818,日深夜,TIME
818,特斯拉,ORG
818,兩,CARDINAL
847,今年六月,DATE
852,上個月月,DATE
852,台,GPE
852,幾號,DATE
852,三個月,DATE
852,前兩天,DATE
852,兩天,DATE
852,下個月,DATE
852,下兩週,DATE
852,第次,ORDINAL
867,特斯拉,ORG
867,爆料網網搜小組,ORG
867,特斯拉,ORG
867,特斯拉,ORG
867,第三,ORDINAL
867,特斯拉,FAC
867,特斯拉,ORG
867,第三,ORDINAL
867,特斯拉,FAC
867,特斯拉,ORG
867,第三,ORDINAL
867,特斯拉,ORG
867,台特斯拉,ORG
867,斯拉,PERSON
867,特斯拉,ORG
878,台特斯拉,PERSON
878,本田,ORG
878,兩百匹,QUANTITY
878,三十萬,CARDINAL
878,萬,CARDINAL
885,張筱涵,PERSON
885,羅百吉,PERSON
885,早上,TIME
885,早上,TIME
885,羅百吉,PERSON
885,特斯拉,ORG
888,特斯拉,ORG
888,去年,DATE
888,基隆市,GPE
888,李嘉濠,PERSON
888,特斯拉,ORG
888,萬元,MONEY
888,斯拉約,PERSON
888,李加,PERSON
888,李,PERSON
888,特斯拉,ORG
888,李,PERSON
888,特斯拉加倍,PERSON
888,特斯拉,ORG
888,特斯拉,ORG
888,萬元,MONEY
888,李嘉濠,PERSON
888,李嘉濠,PERSON
888,年月日,DATE
888,特斯拉,ORG
888,萬元,MONEY
888,年月日,DATE
888,特斯拉,ORG
888,李,PERSON
888,特斯拉,ORG
888,李嘉濠,PERSON
888,萬元,MONEY
888,特斯拉,ORG
888,特斯拉,ORG
888,基隆,GPE
888,第條,ORDINAL
888,第款,ORDINAL
888,特斯拉加,PERSON
888,萬元,MONEY
