system_id,word,pos
10,汽車,Na
10,哈弗,Nb
10,長城,Nc
10,汽車,Na
10,北京,Nc
10,現代,Nd
10,北京,Nc
10,現代,Nd
10,長安,Nc
10,長安,Nc
10,汽車,Na
10,捷達汽,Na
10,大眾,Nh
10,捷達,Nb
10,瑞虎,Nb
10,奇瑞,Nb
10,汽車,Na
10,在,P
10,大陸,Nc
10,市,Nc
10,占,VJ
10,的,DE
10,豐田,Nb
10,來到,VCL
10,台灣,Nc
10,變市,Nc
10,佔,VJ
10,會,D
10,反對,VE
10,開放,VC
10,中國,Nc
10,進口車,Na
10,的,DE
10,應該,D
10,和,P
10,粉居,Na
10,多,VH
10,才,Da
10,會,D
10,支持,VC
10,壟斷,VC
10,台灣,Nc
10,車市,Nc
10,台灣,Nc
10,只,Da
10,能,D
10,繼續,VF
10,花,VC
10,快,VH
10,兩,Neu
10,倍,Na
10,價格,Na
10,買,VC
10,爛,VH
10,車,Na
10,還,D
10,自以為,VE
10,驕傲,VH
40,原文,Na
40,連結,VC
40,///,FW
40,原文,Na
40,內容,Na
40,開啟,VC
40,的,DE
40,在,P
40,快速道路,Na
40,上,Ncd
40,自動,VH
40,靠邊,D
40,停車,VA
40,，,COMMACATEGORY
40,跟,P
40,在,P
40,後方,Ncd
40,的,DE
40,輛車,Na
40,全,Neqa
40,中,VJ
40,招,VC
40,年,Na
40,月,Na
40,日,Na
40,/,FW
40,馬路,Na
40,戰場,Na
40,",",COMMACATEGORY
40,國際,Nc
40,新聞,Na
40,",",COMMACATEGORY
40,汽車,Na
40,科技,Na
40,",",COMMACATEGORY
40,電動車,Na
40,",",COMMACATEGORY
40,/,FW
40,特斯拉,Nb
40,/,FW
40,老,D
40,編,Na
40,/,FW
40,完全,D
40,自動,VH
40,駕駛,VC
40,功能,Na
40,是,SHI
40,最,Dfa
40,引以為傲,VI
40,的,DE
40,功能,Na
40,，,COMMACATEGORY
40,也,D
40,表,VE
40,示,VE
40,就,D
40,是,SHI
40,值錢,VH
40,和,Caa
40,價值,Na
40,的,DE
40,分水嶺,Na
40,，,COMMACATEGORY
40,確實,VH
40,，,COMMACATEGORY
40,當,P
40,在,P
40,正常,VH
40,運作,VA
40,時,Ng
40,根本,D
40,就,D
40,像,P
40,未來,Nd
40,科技,Na
40,，,COMMACATEGORY
40,其它,Neqa
40,車廠,Nc
40,怎麼,D
40,都,D
40,追,VC
40,不,D
40,上,VC
40,但,Cbb
40,凡事,Na
40,總,D
40,有,V_2
40,例外,Na
40,，,COMMACATEGORY
40,你,Nh
40,的,DE
40,手機,Na
40,或,Caa
40,電腦,Na
40,偶爾,D
40,都,D
40,會,D
40,當機,VH
40,，,COMMACATEGORY
40,不會,D
40,嗎,T
40,///,FW
40,發生,VJ
40,在,P
40,年,Na
40,月,Na
40,的,DE
40,個,Nf
40,追撞,VC
40,事故,Na
40,影片,Na
40,被,P
40,美國,Nc
40,媒體,Na
40,挖出來,VB
40,，,COMMACATEGORY
40,在,P
40,舊金山,Nc
40,的,DE
40,海灣,Na
40,大橋,Nc
40,下,Nes
40,層,Nf
40,有,V_2
40,輛,Nf
40,當時,Nd
40,正,D
40,開啟,VC
40,模式,Na
40,行駛,VA
40,，,COMMACATEGORY
40,但是,Cbb
40,在,P
40,打,VC
40,了,Di
40,左轉,VA
40,燈,Na
40,後,Ng
40,竟然,D
40,靠,VJ
40,邊,D
40,停車,VA
40,了,Di
40,，,COMMACATEGORY
40,下場,Na
40,已經,D
40,在,P
40,上方,Ncd
40,影片,Na
40,呈現,VJ
40,，,COMMACATEGORY
40,共有,VJ
40,輛,Nf
40,車,Na
40,追撞,VC
40,，,COMMACATEGORY
40,人,Na
40,因此,Cbb
40,受傷,VH
40,，,COMMACATEGORY
40,塞車,VH
40,長達,VJ
40,個,Nf
40,多,Dfa
40,小,VH
40,時,Na
40,事實,Na
40,上,Ncd
40,，,COMMACATEGORY
40,直,D
40,存在,VA
40,著,Di
40,鬼,Na
40,煞車,VA
40,的,DE
40,問題,Na
40,，,COMMACATEGORY
40,也,D
40,就是,Cbb
40,在,P
40,某些,Neqa
40,行車,VA
40,環境,Na
40,下,Ng
40,會,D
40,讓,VL
40,攝影機,Na
40,誤判,VC
40,而,Cbb
40,降低,VHC
40,車速,Na
40,或是,Caa
40,停車,VA
40,，,COMMACATEGORY
40,明明,D
40,前方,Ncd
40,沒,VJ
40,東西,Na
40,就,D
40,像,P
40,看到,VE
40,鬼樣,Na
40,而,Cbb
40,據,P
40,美國,Nc
40,國家,Na
40,公路,Na
40,交通安全,Na
40,管理局,Nc
40,統計,VC
40,從,P
40,/,FW
40,月,Na
40,/,FW
40,月,Na
40,，,COMMACATEGORY
40,美國,Nc
40,共,Da
40,有,V_2
40,起,Di
40,因為,Cbb
40,開啟,VC
40,導致,VL
40,的,DE
40,車禍,Na
40,，,COMMACATEGORY
40,///,FW
40,雖然,Cbb
40,確實,D
40,是,SHI
40,好,VH
40,東西,Na
40,也,D
40,是,SHI
40,未來,Nd
40,趨勢,Na
40,，,COMMACATEGORY
40,但是,Cbb
40,太過,Dfa
40,依賴,VK
40,或是,Caa
40,完全,D
40,放手,VA
40,，,COMMACATEGORY
40,是,SHI
40,對,P
40,自己,Nh
40,和,Caa
40,尤其,D
40,他人,Nh
40,的,DE
40,生命,Na
40,最,Dfa
40,不,D
40,負責任,VH
40,的,DE
40,表現,Na
40,心得,Na
40,/,FW
40,說明字,Na
40,以上,Ng
40,不管,Cbb
40,電腦,Na
40,硬體,Na
40,或,Caa
40,軟體,Na
40,都,D
40,可能,D
40,會,D
40,當機,VH
40,或,Caa
40,產生,VHC
40,莫名,VH
40,的,DE
40,對於,P
40,自動,VH
40,駕駛,VC
40,這,Nep
40,塊,Nf
40,個人,Nh
40,還是,D
40,保留,VC
40,態度,Na
40,不管,Cbb
40,特斯拉,Nb
40,還是,Caa
40,哪,Nep
40,個,Nf
40,廠牌,Na
40,自動,VH
40,駕駛,VC
40,都,D
40,不,D
40,是,SHI
40,個,Nf
40,可,D
40,完全,D
40,信賴,VJ
40,的,DE
40,產物,Na
40,今天,Nd
40,又,D
40,不,D
40,是,SHI
40,開,VC
40,飛機,Na
40,或,Caa
40,開船,VA
40,使用,VC
40,自動,VH
40,駕駛,VC
40,就算,Cbb
40,發生,VJ
40,錯誤,VH
40,駕駛,VC
40,者,Na
40,還,D
40,有,V_2
40,時間,Na
40,去,D
40,調整,VC
40,修正,VC
40,即使,Cbb
40,是,SHI
40,飛機,Na
40,或,Caa
40,船,Na
40,開啟,VC
40,自動,VH
40,駕駛,VC
40,也,D
40,需要,VK
40,有,V_2
40,清醒,VH
40,的,DE
40,人員,Na
40,在,P
40,值,Na
40,守,VC
40,堆三寶,Nb
40,還,D
40,以為,VE
40,買,VC
40,了,Di
40,特斯拉開,Nb
40,自動,VH
40,駕駛,VC
40,就,D
40,代表,VK
40,可以,D
40,放手,VA
40,睡覺,VA
40,早晚,D
40,都,D
40,會,D
40,初四,Nd
40,原文,Na
40,及,Caa
40,網址,Na
40,連結,VC
40,心得,Na
40,或,Caa
40,意見字,Na
40,不,D
40,含,VC
40,標點符號,Na
54,收輛,VA
54,特斯拉虧萬二,Nb
54,手車商,Na
54,掛,VC
54,海報,Na
54,拒,VF
54,收,VC
54,原文,Na
54,連結,VC
54,//////,FW
54,原文,Na
54,內容,Na
54,世界日報,Nb
54,中國,Nc
54,新聞組,Nc
54,北京,Nc
54,日電,Na
54,特斯拉,Nb
54,近日,Nd
54,跳水式,Na
54,降價,VH
54,導致,VL
54,中國,Nc
54,多,Neqa
54,地車,Na
54,主維權,Na
54,，,COMMACATEGORY
54,被,P
54,波及,VJ
54,的,DE
54,還,D
54,有,V_2
54,二手車商,Na
54,近日,Nd
54,，,COMMACATEGORY
54,廣州,Nc
54,小,VH
54,錘,Na
54,二手車,Na
54,市場,Nc
54,門口,Nc
54,豎立,VC
54,不,D
54,收,VC
54,特斯拉,Nb
54,大幅,D
54,標語,Na
54,，,COMMACATEGORY
54,引發,VC
54,輿論,Na
54,關注,VJ
54,廣州,Nc
54,二手,A
54,車商,Na
54,溫,Nb
54,先生,Na
54,稱,VE
54,，,COMMACATEGORY
54,特斯拉,Nb
54,性價比,Na
54,並,D
54,不足以,VL
54,支撐,VC
54,它,Nh
54,的,DE
54,價格,Na
54,，,COMMACATEGORY
54,基本,Na
54,上,Ncd
54,收輛車,Na
54,平均,VH
54,要,D
54,虧,VC
54,萬,Neu
54,人民幣,Na
54,，,COMMACATEGORY
54,下,Ncd
54,同,D
54,到,P
54,萬,Neu
54,約,Da
54,萬,Neu
54,台幣,Na
54,，,COMMACATEGORY
54,其,Nep
54,貶值,VH
54,速度,Na
54,之,DE
54,快,VH
54,市場,Nc
54,波動,VAC
54,之,DE
54,大,VH
54,，,COMMACATEGORY
54,成為,VG
54,二手車商,Na
54,眼,Na
54,中,Ng
54,的,DE
54,燙手山芋,Na
54,，,COMMACATEGORY
54,只有,D
54,掛,VC
54,海報,Na
54,拒,VF
54,收,VC
54,上游,Nc
54,新聞,Na
54,報導,VE
54,，,COMMACATEGORY
54,中國,Nc
54,汽車,Na
54,流通,VA
54,協會,Nc
54,近日,Nd
54,發布,VC
54,年,Na
54,月,Na
54,中國,Nc
54,汽車,Na
54,保值率,Na
54,研究,VE
54,報告,Na
54,數據,Na
54,顯示,VK
54,，,COMMACATEGORY
54,和,P
54,保值率,Na
54,年,Nf
54,車齡,Na
54,，,COMMACATEGORY
54,下,Ncd
54,同,D
54,分別,D
54,為,VG
54,，,COMMACATEGORY
54,分列第,Nc
54,和,Caa
54,名,Na
54,，,COMMACATEGORY
54,而,Cbb
54,在,P
54,年,Na
54,上,Ng
54,半,Neqa
54,年,Nf
54,，,COMMACATEGORY
54,還,D
54,以以,P
54,的,DE
54,成績,Na
54,，,COMMACATEGORY
54,各自,Nh
54,在,P
54,中型,Na
54,和,P
54,中型,Na
54,車,Na
54,中,Ncd
54,排列,VC
54,第,Neu
54,對於,P
54,如今,Nd
54,特斯拉,Nb
54,二手車,Na
54,的,DE
54,行情,Na
54,，,COMMACATEGORY
54,溫,Nb
54,先生,Na
54,坦言,VE
54,如果,Cbb
54,有,V_2
54,特斯拉,Nb
54,的,DE
54,用戶,Na
54,找,VC
54,我,Nh
54,收,VC
54,，,COMMACATEGORY
54,我,Nh
54,依然,D
54,是,SHI
54,拒,VF
54,絕,VH
54,的,T
54,，,COMMACATEGORY
54,包括,VK
54,收,VC
54,二手,A
54,特斯拉車,Na
54,的,DE
54,同行,Na
54,，,COMMACATEGORY
54,基本,A
54,上台車,Na
54,要,D
54,虧,VC
54,萬,Neu
54,到,Caa
54,萬,Neu
54,在,P
54,廣州,Nc
54,最,Dfa
54,大,VH
54,的,DE
54,寶利捷,Nc
54,二,Neu
54,手車,Na
54,交易,Na
54,城,Na
54,裡,Ncd
54,，,COMMACATEGORY
54,家,Nc
54,比較,Dfa
54,大,VH
54,的,DE
54,主做,VG
54,特斯拉,Nb
54,的,DE
54,二手,A
54,車商,Na
54,，,COMMACATEGORY
54,已經,D
54,做,VC
54,不,D
54,下去,Di
54,了,Di
54,，,COMMACATEGORY
54,不少,Neqa
54,做,VC
54,特斯拉,Nb
54,的,DE
54,車商,Na
54,都,D
54,虧,VC
54,得,DE
54,比較,Dfa
54,多,VH
54,溫,Nb
54,先生,Na
54,強調,VE
54,，,COMMACATEGORY
54,二手車,Na
54,跟,P
54,別的,Neqa
54,商品,Na
54,不樣,VH
54,，,COMMACATEGORY
54,它,Nh
54,屬於,VG
54,流通性,Na
54,強,VH
54,的,DE
54,低,VH
54,毛利,Na
54,低,VH
54,風險,Na
54,商品,Na
54,現在,Nd
54,的,DE
54,廣州,Nc
54,二手車,Na
54,市場,Nc
54,，,COMMACATEGORY
54,收輛,VA
54,特斯拉,Nb
54,平均,VH
54,虧,VC
54,萬,Neu
54,到,Caa
54,萬,Neu
54,對於,P
54,車商,Na
54,來,D
54,說,VE
54,虧萬,Na
54,是,SHI
54,很,Dfa
54,誇張,VHC
54,的,T
54,，,COMMACATEGORY
54,因,Cbb
54,為,P
54,台二,Nc
54,手車,Na
54,的,DE
54,毛利,Na
54,般,Ng
54,在,P
54,萬,Neu
54,塊,Nf
54,錢,Na
54,左右,Ng
54,，,COMMACATEGORY
54,如果,Cbb
54,台二,Nc
54,手車,Na
54,虧,VC
54,萬,Neu
54,到,Caa
54,萬,Neu
54,，,COMMACATEGORY
54,是,SHI
54,其他,Neqa
54,車,Na
54,的,DE
54,兩,Neu
54,三,Neu
54,倍,Na
54,了,T
54,以,P
54,特斯拉,Nb
54,頂配,Na
54,為,VG
54,例,Na
54,，,COMMACATEGORY
54,重慶,Nc
54,南岸區,Nc
54,從事,VJ
54,二手車,Na
54,銷售,VC
54,的,DE
54,萬,Nb
54,經理,Na
54,表示,VE
54,不,D
54,好,VH
54,做,VC
54,不,D
54,好,VC
54,做,VC
54,收車,VA
54,時,Ng
54,，,COMMACATEGORY
54,特斯拉,Nb
54,頂配,VC
54,新,VH
54,車價,Na
54,還,D
54,在,P
54,萬,Neu
54,，,COMMACATEGORY
54,二,Neu
54,手車,Na
54,年,Nf
54,多,Neqb
54,車齡,Na
54,，,COMMACATEGORY
54,能,D
54,掛到,VCL
54,萬,Neu
54,左右,Ng
54,去年,Nd
54,月底,Nd
54,官宣,Na
54,降價,VH
54,至,P
54,萬,Neu
54,，,COMMACATEGORY
54,二,Neu
54,手車價,Na
54,也,D
54,只,Da
54,能,D
54,在,P
54,萬,Neu
54,到,Caa
54,萬,Neu
54,左右,Ng
54,三,Neu
54,個,Nf
54,月,Na
54,不,D
54,到,VCL
54,，,COMMACATEGORY
54,新,VH
54,車價,Na
54,又,D
54,跌到,VCL
54,萬,Neu
54,，,COMMACATEGORY
54,其,Nep
54,二手價,Na
54,格,Na
54,只,Da
54,能,D
54,掛到,VCL
54,到,P
54,萬,Neu
54,左右,Ng
54,萬經理,Nb
54,還,D
54,說,VE
54,，,COMMACATEGORY
54,像,P
54,這,Nep
54,種,Nf
54,中型,Na
54,頂配版,Na
54,，,COMMACATEGORY
54,流轉,Nv
54,速度,Na
54,本來,D
54,就,D
54,慢,VH
54,，,COMMACATEGORY
54,加上,Cbb
54,不斷,D
54,地,DE
54,價格,Na
54,波動,VAC
54,，,COMMACATEGORY
54,潛在,A
54,二,Neu
54,手車,Na
54,消費者,Na
54,都,D
54,不,D
54,敢,VL
54,買,VC
54,了,Di
54,，,COMMACATEGORY
54,這,Nep
54,台,Nf
54,頂配車,Na
54,收來,VC
54,三,Neu
54,個,Nf
54,多,Neqb
54,月,Na
54,，,COMMACATEGORY
54,擺在,VCL
54,這裡,Ncd
54,停起,VC
54,，,COMMACATEGORY
54,硬虧,D
54,萬,Neu
54,了,T
54,心得,Na
54,/,FW
54,說明,VE
54,特斯拉,Nb
54,美國,Nc
54,市場,Nc
54,出現,VH
54,新,VH
54,車,Na
54,比,P
54,二手車,Na
54,便宜,VH
54,的,DE
54,現象,Na
54,，,COMMACATEGORY
54,中國,Nc
54,也,D
54,出現,VH
54,車商,Na
54,拒收,VC
54,，,COMMACATEGORY
54,歐美,Nc
54,和,Caa
54,台灣,Nc
54,二手,A
54,車商,Na
54,會,D
54,跟進,VA
54,嗎,T
76,出師,VA
76,不利,VK
76,豐田,Nb
76,想,VE
76,提高,VC
76,電動車,Na
76,銷量,Na
76,遇上,VC
76,前所未見,VH
76,的,DE
76,挑戰,Na
76,經濟日報,Nb
76,編譯,VC
76,季晶晶,Nb
76,綜合,A
76,外電,Na
76,金融時報,Nb
76,報導,VE
76,，,COMMACATEGORY
76,豐田,Nb
76,汽車,Na
76,租賃,VC
76,業務,Na
76,服務,VC
76,部門,Na
76,的,DE
76,總裁,Na
76,警告,VE
76,，,COMMACATEGORY
76,全球,Nc
76,最,Dfa
76,大,VH
76,車,Na
76,廠,Nc
76,提升,VC
76,電動車,Na
76,銷售,VC
76,的,DE
76,努力,Nv
76,正,D
76,面臨,VK
76,前所未見,VH
76,的,DE
76,挑戰,Na
76,，,COMMACATEGORY
76,該,Nes
76,公司,Nc
76,很,Dfa
76,可能,VH
76,連續,VH
76,第二,Neu
76,年,Nf
76,未,D
76,能,D
76,達成,VC
76,已經,D
76,訂,VC
76,得,DE
76,很,Dfa
76,低,VH
76,的,DE
76,目標,Na
76,豐田,Nb
76,第,Neu
76,輛,Nf
76,大規模,D
76,生產,VC
76,的,DE
76,純,VH
76,電動車,Na
76,前景,Na
76,黯淡,VH
76,，,COMMACATEGORY
76,這,Nep
76,款,Nf
76,車,Na
76,月,Na
76,推出,VC
76,才,Da
76,幾,Neu
76,周,Nf
76,就,D
76,被,P
76,召回,VC
76,知情,VI
76,人士,Na
76,表示,VE
76,，,COMMACATEGORY
76,豐田,Nb
76,將,D
76,改革,VC
76,其,Nep
76,電動車,Na
76,計畫,Na
76,不,D
76,像,VG
76,競爭,Na
76,對手,Na
76,只,Da
76,仰賴,VJ
76,電動車,Na
76,，,COMMACATEGORY
76,豐田,Nb
76,的,DE
76,成長,VH
76,策略,Na
76,是,SHI
76,推動,VC
76,油電,Na
76,混合,VC
76,動力車,Na
76,，,COMMACATEGORY
76,因為,Cbb
76,它,Nh
76,認為,VE
76,，,COMMACATEGORY
76,基於,P
76,電力,Na
76,限制,Na
76,和,Caa
76,可,VH
76,負擔性,Na
76,的,DE
76,問題,Na
76,，,COMMACATEGORY
76,並非,D
76,每,Nes
76,個,Nf
76,國家,Na
