system_id,artTitle,artUrl,artDate,artCatagory,artContent,dataSource
331,男雙「麟洋配」擊敗世界第一 11點和日本地主爭冠｜東森新聞,https://news.ebc.net.tw/news/article/375807,2023-07-30 10:36:00,體育,台灣男雙組合「麟洋配」李洋、王齊麟29日在日本羽球公開賽4強戰中，直落二擊敗世界排名第1的印尼阿爾弗蘭（FajarAlfian）、阿利安托（MuhammadRianArdianto）闖冠軍賽，30日中午將挑戰日本地主男雙。李洋和王齊麟直呼，很久沒在週日比賽了。李洋和王齊麟在2020年的東京奧運拿下男雙金牌，奪下台灣奧運史上第一面球類金牌，不過，之後「麟洋配」就少有成績，只有在亞錦賽拿下銅牌，而王齊麟因為受傷，讓世界排名下滑，李洋也扭傷腳踝，狀態不佳的他們，近年只有在台北公開賽闖入決賽。????來當個朋友嘛～快來追蹤我們唷~「麟洋配」29日對上「小黃人」組合阿爾弗蘭和阿利安托，首局就發揮很好，分球到位，拿下領先優勢，之後在20：16的賽末點丟3分，還好最後拿下勝利，第二局前半段依舊領先，技術暫停後擴大到10分差，用21：19、21：10拿下勝利闖進決賽，只花了36分鐘。談到本站最驚奇的事，王齊麟對於週日有比賽很訝異，因為終於不用看別人比賽。李洋／王齊麟30日上午將對上日本男雙小林優吾／保木卓朗，「麟洋配」過去和他們交手拿下3勝。李洋也在臉書發文說，「預計台灣時間上午11點左右登場，對上地主隊，要請我們的啦啦隊更大聲為我們吶喊了，這一站的最後一場球賽，繼續全力以赴，好好享受比賽。」王齊麟表示，最後衝刺他會放手一搏。文章來源：男雙「麟洋配」擊敗世界第1今和日本地主爭冠由CTWANT授權轉載。,EBC
332,世界警消運動會展國旗 控遭警政署官員阻擋｜東森新聞,https://news.ebc.net.tw/news/article/375818,2023-07-30 07:50:00,體育,世界警消運動會，台灣警消來參賽，但在開幕典禮上，自己人先吵起來，警政署官員vs.參賽警消選手：「（你什麼哪個單位），桃園市政府消防局啊，我們代表內政部，是不是中華民國，奧運旗。」????來當個朋友嘛～快來追蹤我們唷~你代表團，我自費團，同樣是想為國爭光，卻先吵成一團，為的是參賽的消防單位在身上秀出國旗。桃市警消參賽選手黃郁閔：「（警政署官員）到現場發現，我們身上都有國旗，就直接拍我們手臂上面國旗，然後表情不太和善說，你們這樣不適合吧。」世界警消運動會在加拿大舉行開幕典禮，除了警政消防署公家代表團外，也有消防單位自費參加，進場時他們秀出國旗，表明來自台灣，開心和其他選手合影，卻在警政署官員帶隊到場時，看到國旗爆發衝突。桃市警消參賽選手黃郁閔：「中國隊沒有到，很安全的情況下，我們才把國旗拿出來，國旗一拿出來，警政署的長官，立刻立刻喔，請消防署的長官，請我們把國旗收起來。」警政署教育組長蘇振龍：「跟加拿大的主辦方，事前的協調默契，為了不影響選手參賽權益，所以代表團人員，在說明過程中，讓同仁產生誤解。」警政署強調，主辦單位是依照奧會模式，並沒有矮化情形，只是擔心觸碰到中國敏感神經，這回賽都還沒比，自家人先惹出爭議。,EBC
333,世大運美國女泳將 青春貌美實力堅強｜東森新聞,https://news.ebc.net.tw/news/article/375821,2023-07-30 12:13:00,體育,這一回成都世大運，美中之間似乎因為政治因素影響，儘管美國隊在過去是游泳項目的常勝軍，但這一回美國沒有派出國家隊選手，而是從各所大學選出菁英代表國家參賽，現在帶您來看看今年美國隊的菁英小將，究竟實力如何。躍入水中，像這樣的練習凱莉從7歲就開始。美國世大運女子游泳選手凱莉迪金森，在15歲時的紀錄，就已經讓她成為家鄉維吉尼亞州當地最優秀的游泳選手。????來當個朋友嘛～快來追蹤我們唷~凱莉中學時期教練喬許（2015）：「凱莉在這年齡層，我覺得是200公尺仰式，速度第二快的選手，現在在我們國家裡。」動作流暢，凱莉從小就開始，征戰各式比賽，特別在蝶式、仰式的成績都十分出色。世大運美國游泳選手凱莉迪金森：「我努力地讓動作更快一點，因為我受到支持與訓練，要把獎牌帶回家，我只關心我自己的配速，確定可以拿獎牌。」在去年的美國游泳錦標賽中，凱莉獲得200公尺蝶式第六名、100公尺蝶式第七名，以及200公尺仰式第12名，現年24歲的她，過去多次和國家代表隊資格擦身而過，今年總算能代表美國隊參加世大運。同樣是世大運代表美國出賽的選手梅根年紀更輕，目前是大學三年級生，2020年的美國游泳青年錦標賽在400公尺獲的亞軍，也曾經獲得奧運選拔賽資格，在2023年SEC優秀運動員獎，因此能夠代表美國參加今年的世大運。而今年似乎受到美中之間的政治關係影響，美國今年不派出國家隊選手參加在成都舉辦的世大運，而是改從各大學泳隊，選拔菁英，儘管非國家隊選手，但來自各個大學的菁英小將們，實力也都相當堅強，能否讓美國在游泳項目中，維持常勝軍的姿態，大家都拭目以待。,EBC
334,「麟洋配」扳倒世錦賽金牌組合 日本公開賽奪冠｜東森新聞,https://news.ebc.net.tw/news/article/375824,2023-07-30 13:18:00,體育,東京奧運羽球男雙金牌王齊麟、李洋的「麟洋配」，今天在超級750的日本羽球公開賽男雙決賽，以21比19、21比13擊敗2021世錦賽金牌組合、地主選手小林優吾、保木卓朗，如願登頂奪冠。王齊麟、李洋這組「麟洋配」自東京奧運摘金後，先後陷入低潮與傷病困擾等多重打擊，這次日本公開賽兩人聯手奪冠不僅是合拍來所拿下的第9座冠軍（包含奧運），同時也順利終結近2年的冠軍荒。????來當個朋友嘛～快來追蹤我們唷~,EBC
335,又一「銅」！中華強壓中國 摘複合弓女團銅牌｜東森新聞,https://news.ebc.net.tw/news/article/375827,2023-07-30 14:00:00,體育,比賽轉播員丁元凱：「已經射出去之後，林明靜吶喊，她已經確定，她拿到獎牌了，所以她大吼了一聲。」與中國隊的較量勝出，中華隊成功拿下銅牌。????來當個朋友嘛～快來追蹤我們唷~比賽轉播員丁元凱：「介紹中華隊的選手羅苡瑄。」迎戰地主中國隊複合弓女子團體銅牌戰，中華隊射派出林明靜許嬿樺羅苡瑄，中華女團靠著穩定表現，第一局靠著4個10分，以58分結束第1局，險勝中國1分。比賽轉播員丁元凱：「又是一個10分箭，漂亮。」第2局中華隊拿下57分，中國隊只有一名選手射中10分，中華隊以57比54領先，中國隊總分落後4分。比賽轉播員丁元凱：「這個也是10分箭，所以這個前3箭，只有失掉1分而已是29分。」第三局中國隊發威，只有第一四趟射下9分，其他都是滿分10分，射下58分高分，中華隊這一輪只射下55分，被中國隊一口氣追趕3分，領先差距只剩下1分。比賽轉播員丁元凱：「只要許嬿樺跟林明靜，也都是9分，我們就拿到銅牌了，這個是10分，現在林明靜只要一個9分箭，甚至一個8分箭，就可以拿到銅牌了是的。」決勝局中華隊穩住陣腳，以56比55取得優勢，最終總分以226比224拿下銅牌，女將林明靜連2屆參賽，2019年拿坡里世大運也曾助女團摘銅，世大運賽程進入第2天又一面銅牌進帳。,EBC
336,U12台日大戰 中華隊再見安3比2逆轉勝｜東森新聞,https://news.ebc.net.tw/news/article/375830,2023-07-30 14:09:00,體育,比賽轉播員：「這個球出棒，打成了在2壘方向的反彈，接球，這個球回來得分了，好中華隊在首場比賽，在最後是3比2一分的險勝。」拿下球隊第一分的王聖穰再當英雄，擊出再見安打，中華隊以3比2氣走日本隊。????來當個朋友嘛～快來追蹤我們唷~比賽轉播員：「哇小選手們相當的興奮，這場比賽勢逆轉獲勝，2上的時候被日本隊攻下1分，在2下扳平。」第7屆U12世界盃少棒賽開打，上演精彩台日大戰，日本隊在2局上先有攻勢，和田健吾敲出二壘安打，加上中華隊發生失誤，讓日本隊先馳得點，但下半局中華隊馬上還以顏色。比賽轉播員：「右半邊方向又落地了，形成了一支安打，跑者回到本壘得分，現一壘上跑者利用這個機會，也要上三壘，他滑向了三壘，哇連續三棒的安打。」邱亞恩、王羽翔連續安打，再靠著王聖穰右外野安打追平比數。有效封鎖日本隊打線，兩隊一路僵持到六局依舊平分秋色。比賽轉播員：「打跑，這個球，捕手接球轉往一壘，滑回本壘得分，平手了，哇跑者趁機回到本壘得分，高聖凱。」日本隊雖然超前1分，但台灣隊7局下，靠著王羽翔擊出一壘滾地球，日本隊回傳不及，高聖凱回本壘再度追平。最後王聖穰擊出二壘方向內野安打，中華隊以3比2反敗為勝，在本屆U12開出紅盤。,EBC
337,吳子瑋、林明靜複合弓混雙 擊敗中國再添一銅｜東森新聞,https://news.ebc.net.tw/news/article/375834,2023-07-30 14:23:00,體育,來自花蓮剛升大學的吳子瑋，首次參加世大運表現非常耀眼。????來當個朋友嘛～快來追蹤我們唷~他與大學姊林明靜在複合弓混雙團體銅牌戰，對戰地主國中國大陸，前兩局雙方互不相讓打平手，但第三輪開始對手失常，中華隊超前。轉播主播丁元凱：「10分，吳子瑋太完美了，今天他所射的八箭全部都是十分，現在林明靜，只要八分也可以，結果她射下了完美的十分箭。」吳子瑋連續八箭，全部拿到十分箭，老將林明靜也很穩，最後中華隊就以158比155氣走中國大陸，拿下複合弓混雙團體第三名，幫助台灣再添一面銅牌。,EBC
338,世大運看東森／中華隊反曲弓摘「銀」 郭昱承圓奪牌夢｜東森新聞,https://news.ebc.net.tw/news/article/375836,2023-07-30 16:41:00,體育,今（30日）中華隊在反曲弓男子金牌戰對上南韓，射箭項目表現向來強勁的南韓，這次表現依然穩健，中華隊0：6昔敗拿下銀牌。先開局的南韓隊，第一輪總環數52分，比下中華隊的49分，率先奪下積點制的2分；第二輪中華隊調整過後，中華隊射出5支9分箭1支8分箭，仍輸給總環數54分的南韓，54：53南韓再拿下積點制的2分，搶下聽牌優勢。????來當個朋友嘛～快來追蹤我們唷~韓國隊在每一輪表現都有所突破，分別拿下總環數52、54、55分，中華小將們第三輪一開始更是只射出2支6分箭，最後才回穩射下4支9分箭，最後一輪總環數55：48，韓國隊在積點制上6：0結束比賽。4強賽擊敗以5：3擊敗義大利後，中華隊順利晉級反曲弓男子團體金牌戰，對上南韓中華隊昔敗對手，最終拿下銀牌，韓國隊表現穩健，實力值得肯定。值得一提的是，參與反曲弓男子金牌戰的郭昱承、楊宗翰、張譯中選手皆是第一次參與世大運賽事，能在首次參賽就奪下銀牌殊榮，實力仍不容小覷，表現仍值得肯定。其中，來自嘉義中正大學的郭昱承過去就表示，今年目標就是要拿下一面世大運獎牌，彌補先前在亞洲盃失常的遺憾，如今美夢成真拿回銀牌，也祝福他未來在其他賽事能持續發光發熱。,EBC
339,世大運／絕佳默契！徐語澤、黃品潔混合品勢 奪下銅牌｜東森新聞,https://news.ebc.net.tw/news/article/375854,2023-07-30 18:42:00,體育,成都世大運今（30）日中華隊在混合品勢項目由徐語澤及黃品潔出賽，兩人展現絕佳默契，幫助中華隊收下銅牌。徐語澤及黃品潔在公認品勢，緩慢中打出力道，沉穩內斂，加上兩人動作趨近一致，展現絕佳默契，拿到7.240高分，自由品勢方面，兩人不僅沉浸在表演中，配合也相當不錯，連看台區中華隊的加油團都相當振奮，最終自由品勢拿到6.580，總分為6.910，擊敗各國好手，順利奪下銅牌。????來當個朋友嘛～快來追蹤我們唷~徐語澤目前就讀台灣師範大學，在今年加拿大公開賽，自由品勢個人項目摘銀；黃品潔為輔仁大學大三的學生，在112年全大運跆拳道品勢公開女子組獲得2金、1銀的佳績，更是國際賽的常勝軍，第一次參加世大運就奪牌，未來可期。,EBC
340,世大運傳捷報！太極劍孫家閎首面銀牌到手｜東森新聞,https://news.ebc.net.tw/news/article/375877,2023-07-30 18:58:00,體育,輕柔的音樂搭配流暢動作，舉手投足如同行雲流水般，我國太極全能好手孫家閎，跑跳順勢劈腿，動作一氣呵成，每一個停頓都收獲滿滿掌聲。????來當個朋友嘛～快來追蹤我們唷~孫家閎在成都世大運，太極劍項目，4分鐘都沒有失誤，以總分9.710排名第1，但最後上場的香港選手許得恩，以9.726分擠下孫家閎。拿到銀牌的孫家閎，掩不住內心喜悅，開心都寫在臉上，他也替中華隊開張，奪下世大運第一面獎牌，而拿到銅牌的是日本選手蝦名冬馬。孫家閎拿著獎牌和世大運吉祥物蓉寶拍照，甚至比出架式十足的武術動作留下紀念，為了適應成都氣候，早早就移地訓練，他坦言無論天氣飲食一切都適應得很習慣，也感謝現場觀眾加油。武術選手孫家閎（2018）：「我只要把自己發揮好，然後不留下遺憾，沒有什麼失誤的話，我覺得成績上不會有太大問題。」今年27歲的孫家閎，2018年信心滿滿參加雅加達亞運，當時右腳脛骨疲勞性骨折，每天都得吞止痛藥才能上場，志在必得卻功虧一簣，等了5年，這回世大運奪下好成績，孫家閎吃下定心丸，接下來的亞運他說，要求更多但會更加放鬆，調整好心態持續朝奪牌目標前進。,EBC
341,世大運／捷報！孫家閎太極拳奪金 成為中華隊「首金首銀」選手｜東森新聞,https://news.ebc.net.tw/news/article/375879,2023-07-30 19:14:00,體育,成都世大運中華隊傳出捷報，中華武術隊的孫家閎，在太極拳項目以9.693分擊敗韓國選手，拿下金牌，孫家閎也成為中華隊首面金牌跟銀牌的選手。他個人也是目前最大贏家、也給中華隊振奮士氣。成都世大運，中華台北第一面金牌出現了，來自武術隊的孫家閎，前一天才替中華隊拿下第一面銀牌，帶著一股氣勢，下午的太極拳項目，孫家閎以9.693分，擊敗各國好手奪下金牌，也是中華隊，首面金牌跟銀牌的選手。????來當個朋友嘛～快來追蹤我們唷~27歲的孫家閎，10年前開始接觸武術，為了成就夢想，台灣大陸兩地跑，不斷的訓練為的就是希望能為國爭光，上一屆雅加達亞運，他曾代表中華隊出賽，結果因為失誤無緣奪牌，也令他相當氣餒。武術選手孫家閎（2018）：「我只要把自己發揮好，然後不留下遺憾，沒有什麼失誤的話，我覺得成績上不會有太大問題。」這一次世大運，孫家閎抓住機會，果然先拿下第一面銀牌，獲得喝采。第二天在太極拳項目，孫家閎一席黑色武術服，排第10位出場，雖然看完前面選手的表現，但他沉穩不亂，以俐落的身手，打出一套完美的太極拳，最終擊敗香港南韓新加坡等好手，替中華隊拿下第一面金牌，他個人也是目前最大贏家，也給中華隊振奮士氣。,EBC
342,世大運看東森》獨／孫家閎太極拳金牌 父母場邊加油樂開懷｜東森新聞,https://news.ebc.net.tw/news/article/375880,2023-07-30 19:20:00,體育,無論是拿槓片負重訓練，核心發力扭轉側腹，腿夾韻律球加強核心，或是甩動戰繩展現全身爆發力，武術全能好手孫家閎，日日夜夜健身維持體能，終於不負重望，在世大運太極拳奪下金牌。????來當個朋友嘛～快來追蹤我們唷~孫家閎父親孫維仁＆母親李佩懿：「高興一天高興一天就好，對再下來是亞運喔。」孫家閎的父母當時就在場邊觀戰，替兒子打氣拿下金牌得當下他們好開心，因為在2018年雅加達亞運失利後，孫家閎曾一度想結束運動員生涯。孫家閎母親李佩懿：「本來應該拿到的，所以後來失敗了以後，馬上就是急起直追，終於追了5年，我想亞運就是一個，很大的重點。」孫家閎過去表示，會全身心投入學習武術，就是因為看了李連杰演出的電影少林寺，之後就舞刀弄槍10幾年。孫家閎母親李佩懿：「我們講10年磨一劍，我覺得他是20年磨一劍，真的辛苦所以辛苦終於，有一個回饋的代價，馬上備戰接下來的3場大比賽。」這次孫家閎替中華隊，拿下第一面金牌，接下來的亞運，他也將全力以赴，繼續備戰。,EBC
343,世大運看東森》獨／中華隊摘銀！張譯中射出十分箭 教練讚：表現不錯｜東森新聞,https://news.ebc.net.tw/news/article/375881,2023-07-30 19:24:00,體育,射出10分箭這一刻，張譯中的教練和隊友們，鼓掌歡呼不斷加油，20多人守在投影幕前，眼睛一下都不敢眨，18歲射箭小將張譯中，首次站上世大運殿堂闖進冠軍賽，教練和隊友跨海替他加油打氣。看著分數暫時落後，所有人屏氣凝神表情緊張，世大運反曲弓男子團體金牌賽，中華隊最終不敵對手南韓，替我國拿下一面銀牌。????來當個朋友嘛～快來追蹤我們唷~張譯中射箭教練吳英男：「譯中的表現沒有到怯場，表現還不錯，因為他的平均箭質都在，黃的都在9分，有點可惜啦，可是能拿到銀牌，已經很不錯了。」張譯中的妹妹追隨哥哥腳步，現在也是射箭隊的一員，看到哥哥比賽亮眼表現，心中同樣刮目相看。張譯中妹妹：「他在比賽中的抗壓性很好，然後動作很穩定。」張譯中射箭教練吳英男：「這一面就是今年在，新竹的全中運（奪個人金牌）。」50多面大大小小獎牌，紀錄著張譯中，國小到高中的射箭生涯。今年剛從新北三民高中畢業，為了備戰世大運，甚至還沒去過輔大校園，就讀三和國中一年級時，就成為全中運團體金牌成員，高中歷經起伏，最後在今年全中運，張譯中就以首面個人賽金牌，完美告別中學時期。當時就立下世大運團體賽，能幫助臺灣摘金的目標，張譯中射箭教練吳英男：「不算是天才，他算是對...射箭的理解性，算是滿了解的，所以他的課業也不差，所以他在班上的功課都是有前3名。」儘管這回反曲弓男子團體賽，中華隊不敵南韓摘銀飲恨，對於3位選手沒有太多國際賽經驗來說，精彩表現出乎意料，也替台灣再拿下一面銀牌。,EBC
344,首次出戰世大運 反曲弓男團獲得銀牌｜東森新聞,https://news.ebc.net.tw/news/article/375882,2023-07-30 19:38:00,體育,成都世大運中華隊在反曲弓男子團體拿下銀牌。郭昱承、張譯中和楊宗翰面對勁敵南韓隊，都是第一次出戰世大運，他們在面對壓力影響之下，表現起伏較大，最終是以點數0：6敗下陣，中華隊也是連續四屆世大運都收下銀牌。主播：「哇這一箭真的是太偏了，這個只有六分啊。」中華隊面對勁敵韓國隊，最後頂不住壓力，接連失誤獲得銀牌。????來當個朋友嘛～快來追蹤我們唷~主播：「經驗比較少的小學弟，張譯中放在第三棒。」中華隊反曲弓男子團體金牌戰，由張譯中郭昱承楊宗翰，迎戰韓國隊，首先由學長楊宗翰率先射出7分，郭昱承也有8分好成績，後來接棒給，年僅18歲的學弟張譯中，首支10分箭讓三人露出燦笑。首局在雙方都還在，適應場地的情況下，49比52，由韓國隊率先獲得兩點。主播：「喔這個應該是有壓線，應該是9分，這是宗翰。」第二輪中華隊三人重新調整狀態，率先射出9分、8分、9分的成績，可惜未能射出10分箭，中華隊以53比54小輸。最終第三輪中華隊還是沒扛住壓力，連兩支6分箭，單局以48比55，直落三輸給南韓以銀牌作收。成都世大運射箭國手郭昱承：「對像上決賽台，不要這麼拘謹，那就放開來做，希望下一次能拿金牌回來。」成都世大運射箭國手張譯中：「因為我不管射哪一場團體，我都覺得很緊張，所以我希望下次，可以平常心就好。」郭昱承、楊宗翰與張譯中，3人都是首次參加世大運，這次以黑馬之姿闖進反曲弓男團金牌戰，雖然還是不敵南韓，但表現已經算是可圈可點。,EBC
345,世大運看東森》獨／「中正幫」好棒！ 郭昱承、楊宗翰互相激勵拚出銀牌｜東森新聞,https://news.ebc.net.tw/news/article/375883,2023-07-30 19:41:00,體育,出國前目標只是拿到獎牌，卻直接奪下銀牌，畫面中帶點靦腆的郭昱承，目前就讀中正大學2年級，這次代表台灣出戰世大運男子反曲弓團體賽，第一次參加成人等級國際大賽，就拿下銀牌的好成績，表現穩定性之高，連一起出戰的學長楊宗翰也大讚。????來當個朋友嘛～快來追蹤我們唷~世大運男子反曲弓團體賽銀牌選手楊宗翰：「他是一個成熟穩重的射箭選手，他的優點是比較能專注在自己身上，不太會受到外界的影響。」有「風城之子」之稱的郭昱承，小學就讀的是博愛國小，三升四年級暑假，在同學相揪下一起加入了射箭隊。郭昱承高中教練黃思維：「國小階段的教練，其實對他的期許，蠻正向，蠻看好他目前的一個狀態。」剛開始家長並不太支持，希望郭昱承好好唸書，因此他國中曾離開射箭隊一年，後來回歸又因為對自己要求過高，郭昱承高一時一度陷入低潮，在教練黃思維、陳信夫鼓勵下，才有動力重新出發。郭昱承高中教練黃思維：「那慢慢的自己去，找到重心，可以去調適平衡的方式，我們都是給他一個，最棒最正向的一個積極度，不要放棄。」從低潮中站起的郭昱承就如同浴火鳳凰，在2021年全中運拿下高中組混雙金牌、個人銅牌，這次世大運賽前，郭昱承曾表示還是會緊張，希望能發揮練習實力。其實7月15日，隊友才幫他過19歲生日，當時他很迷信，說19歲要低調，不要大肆慶祝，沒想到，生日禮物就是為台灣奪下世大運獎牌，為國爭光。,EBC
346,世大運看東森》獨／一度想放棄！ 林明靜轉念全力苦練 為國爭光｜東森新聞,https://news.ebc.net.tw/news/article/375884,2023-07-30 19:51:00,體育,5年前，林明靜成功入選亞運代表隊，當時她才剛和隊友一塊在世界盃射箭賽上海站，拿下團體賽銀牌，創下台灣複合弓女子組，在世界舞台上最好成績，這是大家第一次認識林明靜。3個月後，林明靜站上雅加達亞運舞台傳來捷報，拿下複合弓女團銅牌，成功背後都是辛苦付出。????來當個朋友嘛～快來追蹤我們唷~教練陳詩園：「她其實平常在訓練都還蠻認真的，也很有自己的想法，她在訓練上，其實也常常會提出一些自己的想法，去做一些調整跟修正。」2017年世大運選拔時，林明靜排第4無緣代表台灣出賽，只能看著隊友在賽場上拚戰，一度想放棄，轉念全力一拚，開始有了上場機會。射箭國手林明靜（2018.5）：「最近大比賽其實蠻頻繁的，就是要一直維持在很專心的狀態。」2019年夏天，中華射箭複合弓代表隊，在拿坡里世大運女團摘銅，林明靜就是班底之一，2019年年底拿下亞錦賽個人銅牌，今年世大運能參賽也是一路堅持，連續3年都擠進代表隊。教練陳詩園：「疫情延後啦，那就是到今年才舉辦，他們等於這一次的國手選拔選了3次，那3次其實中間有一些名單，也都有一些更換調整，那她一直都在裡面，她還蠻上相的，所以她的粉絲是很多啦。」帥氣的她也越來越多粉絲，曾經因為無法參與世大運，心態和技術都遇到瓶頸，林明鏡從低潮中爬起，現在的她，正在射箭場上發光發熱中。,EBC
347,世大運／昔困地震倒塌大樓 吳子瑋大難不死射箭奪銅｜東森新聞,https://news.ebc.net.tw/news/article/375886,2023-07-30 20:06:00,體育,眼神專注看向前方，拉弓再拉弓，一次次反覆練習，吳子瑋為了拚獲勝，總是在射箭場加緊練習，因為一直以來吳子位自認自信心不足，所以總是付出加倍努力訓練，果然為台灣奪下世大運奪銅。????來當個朋友嘛～快來追蹤我們唷~吳子瑋花蓮體育中學教練連文怡：「他會一直留在射箭場一直做訓練，然後可能媽媽叫他回家，他就想留宿。」吳子瑋花蓮體育中學教練宋佳駿：「從一開始是這樣子講，到後面是自己去表達說，沒有是他自己要做訓練，這個轉變其實心態成熟也成長蠻多。」這一路的心路歷程，家人教練看在眼裡，替而子感到驕傲，成為他最堅強的後盾。吳子瑋媽媽：「堅持要走射箭這條路，那我們就尊重他，用自己的努力證明，他自己做的到。」但其實吳子瑋過曾經歷一場大劫難，就是2018年花蓮大地震雲翠大樓倒塌，吳子瑋就是裡頭的住戶，當時年只有13歲，和弟弟一起走出瓦礫堆當中，大難不死的他後來開始全心投入了射箭。吳子瑋啟蒙教練吳芸：「他還跟我說他是從裡面爬起來，我覺得那時候好心疼，一個這麼好的孩子，然後遇到這麼重大的事情，可是我覺得他也蠻樂觀的，他說沒關係他們家裡的人都沒事。」年僅18歲的吳子瑋，從國小開始過關斬將，開始奪金牌，表現很亮眼，過去就算一開始表現不如預期，也會在教練提醒後，趕快找出手感和穩定的感覺，發揮平常紮實訓練的成果，吳子瑋還曾透漏，他很容易緊張，但是透過一直深呼吸緩和，每箭發射前都深呼吸，不斷提升抗壓性，也成功在世大運比賽中，摘下獎牌。,EBC
348,高聖凱2分砲 U12世界盃台灣擊敗墨西哥2連勝｜東森新聞,https://news.ebc.net.tw/news/article/375891,2023-07-30 20:43:00,體育,U12世界盃棒球賽台灣隊今天與墨西哥隊交手，「台灣隊長」高聖凱投打守都有好表現，5局上敲出超前比數2分砲，比賽一度因雨暫停將近3小時，林品佑後援穩守，台灣隊以5比3拿下預賽2連勝。????來當個朋友嘛～快來追蹤我們唷~,EBC
349,世大運看東森》獨／奪下射箭複合弓銅牌 國手許嬿樺日練500箭｜東森新聞,https://news.ebc.net.tw/news/article/375892,2023-07-30 20:51:00,體育,替中華隊奪下銅牌好成績，許嬿樺做出搞怪表情，跟團員教練合體拍短影片，能夠走到這刻父母是她最堅強的後盾。????來當個朋友嘛～快來追蹤我們唷~國手許嬿樺爸爸：「中間有一支箭我差點打電話罵她，可是在比賽又不行，8分嘛對啊我想說慘了，這局如果崩了我就慘了我，通知多少人知道，等下9時半要看。」許嬿樺從小學三年級開始練田徑，卻遇到瓶頸，國二那年她改練射箭複合弓，一家人更因此搬到桃園，經營眷村麵食館。國手許嬿樺媽媽：「像假日如果六日放假，其他隊友放假，她就一樣還是揹著弓，去那個學校練習，一天也要（練）5、600支，都是（練）5、600支。」只是前陣子亞運選拔賽，許嬿樺出了車禍，錯失為國爭光機會。國手許嬿樺爸爸：「手裂掉就這隻手沒有辦法再舉起，她就爸爸我跟你說，這個要逼逼唷，沒關係下次再來。」許嬿樺樂觀、開朗，來自原生家庭不停鼓勵、支持，這回她在世大運沉著應戰，擊敗地主中國隊，所有人替她歡呼。國手許嬿樺媽媽：「今天超開心的，今天九點半的時候，就全體的員工就放下手邊的工作，就一起幫中華隊加油，真的超刺激的，（有歡呼嗎）有有，就差沒有拿放鞭炮來放鞭炮。」許爸爸更說等寶貝女兒回國，絕對要準備一桌她愛吃的澎拜海鮮，再邀請親朋好友普天同慶。國手許嬿樺爸爸：「女兒你讓我好爽，謝謝你讓我這次通知很多人，沒有漏氣（丟臉），銅牌拿到了。」,EBC
350,世大運／胡子萱跆拳道品勢摘銀 將拍電視劇當女主角｜東森新聞,https://news.ebc.net.tw/news/article/375893,2023-07-30 20:59:00,體育,中華隊好手胡子萱，在世大運跆拳道品勢女子個人決賽中，打出超越體型的驚人氣勢，除了轉身飛踢空翻等個人技巧，還創意結合音樂舞蹈和體操，最後以6.380分拿下銀牌。????來當個朋友嘛～快來追蹤我們唷~世大運跆拳道品勢國手胡子萱：「昨天其實蠻緊張的，因為從初賽複賽都是打公認品勢，然後我公認品勢其實沒有到那麼擅長，一直一路到第6名進決賽，才有機會打到自己擅長的自由品勢。」比賽完人也放鬆不少，胡子萱接受東森新聞視訊專訪，透露自己因為身高劣勢，才決定專攻自由品勢。世大運跆拳道品勢國手胡子萱：「其實我是從小學，開始練跆拳道，那個時候是打對練的，我一直打到高中，然後才轉型打自由品勢。」不說你不知道胡子萱平常，就已經將跆拳動作結合舞蹈，她還有專業舞團從事商演。藝人白冰冰：「那時候她是表演，是純粹的跆拳道，但其實她能歌善舞，她也能跳舞。」白冰冰透露胡子萱才藝兼備，去年簽到旗下經紀公司，預計今年11月，將投入8點檔拍攝，還是擔綱女主角。藝人白冰冰：「我們裡面會有，三個漂亮女主角，一個是有武功的，就是有拳腳的，（胡子萱）就有拳腳。」胡子萱目前就讀文化大學四年級，世大運奪銀後一炮而紅，未來觀眾還有機會欣賞，她在競技場外的亮麗表現。,EBC
351,世大運／「排球甜心」遭陸網出征 廖苡任高EQ回應｜東森新聞,https://news.ebc.net.tw/news/article/375913,2023-07-31 09:12:00,體育,排球甜心廖苡任在成都世大運開幕式中，擔任掌旗手，甜美笑容吸引不少粉絲，不過有大陸網友轉貼一張截圖，指出她在IG發布「出國比賽」的相關內容，結果慘遭出征。對此，廖苡任回應，照片裡的人不是她，希望大家多多支持女排。甜美笑容，綁著馬尾在排球場上，在排球場上展現超有勁的扣殺球，她就是排球甜心廖苡任。2023成都世大運開幕式，擔任中華隊掌旗手，身材嬌小，拿起桿子卻很有力，輕鬆揮旗，出場後吸引不少粉絲，不過，有大陸網友轉貼一張截圖，說廖苡任疑似在IG上提到「出國比賽」等相關字眼，導致被大陸網友出征。????來當個朋友嘛～快來追蹤我們唷~對此，廖苡任也發布限時動態澄清，從她分享的截圖可以看到，大陸網友不滿的表示，「到成都比賽怎麼可以說是出國」等崩潰言論，她也解釋，目前留著短髮，照片裡的人是長頭髮，並非她本人，「目前專心備戰世大運，請大家為女排加油」，也謝謝大家關心，呼籲不要過度解讀。網友們也紛紛湧入廖苡任IG第一篇貼文留言，「回來的時候記得說回國，讓他們再心碎一次」、「沒錯啊，台灣人去大陸確實是出境啊，看來很多粉粉沒出過國」、「苡任加油，不要理那些崩潰的人」、「已經澄清非本人了，是烏龍一場，大家為女排加油吧！」,EBC
